# Para traducir los marcadores <FUL:ENDO> de los textos del juego.
# clave = el apellido en romaji en mayusculas, que es lo que
# el marcador lleva dentro. Lo genera
# herramientas/construir_marcadores.py (NOTAS O-98).
clave,tipo,completo,nombre,apellido
AMANTEDELOSPASOSANIVEL,persona,Amante de los pasos a nivel,,
AMANTEDELOSTRANVÍAS,persona,Amante de los tranvías,,
AMARANTO,persona,Rubino,,
AMARANTO RUBINO,persona,Amaranto Rubino,,
AMARANTORUBINO,persona,Amaranto Rubino,,
AMASE,persona,,,
AMASE REIA,persona,Rae Godmother,,
AMASEREIA,persona,Rae Godmother,,
AMASHO,persona,KANE,,
AMASHO TAKASUMI,persona,Demerara Kane,,
AMASHOTAKASUMI,persona,Demerara Kane,,
AMATA,persona,,,
AMATA KIYOHITO,persona,Cognus Sention,,
AMATAKIYOHITO,persona,Cognus Sention,,
AMATI,persona,Luzzago,Luzzago,Luzzago
AMATO,persona,PITCHER,,
AMATO TATERU,persona,Paul Pitcher,,
AMATOTATERU,persona,Paul Pitcher,,
AMATSUYU,persona,SHAWA,,
AMATSUYU SHIZUKU,persona,Rayne Shawa,,
AMATSUYUSHIZUKU,persona,Rayne Shawa,,
AMAZATO,persona,TEMPESTA,,
AMAZATO FUKA,persona,Aura Tempesta,,
AMAZATOFUKA,persona,Aura Tempesta,,
AMAZUKA,persona,ELECTRA,,
AMAZUKA TECHNO,persona,Cynthia Electra,,
AMAZUKATECHNO,persona,Cynthia Electra,,
AMBROSIA,persona,AMBROSIA,,
AMDU,persona,Dante,,
AMDU SCIAS,persona,Dante Dusias,,
AMDUSCIAS,persona,Dante Dusias,,
AMEDA,persona,McIntosh,McIntosh,McIntosh
AMEDA KEIKO,persona,Tally McIntosh,Tally,McIntosh
AMEDAKEIKO,persona,Tally McIntosh,Tally,McIntosh
AMEHIKO,persona,Welkin,Welkin,Welkin
AMEMIYA,persona,Daystar,Daystar,Daystar
AMEMIYA TAIYO,persona,Sol Daystar,Sol,Daystar
AMEMIYATAIYO,persona,Sol Daystar,Sol,Daystar
AMEN,persona,Boaker,Boaker,Boaker
AMEN BOAKAINAR,persona,Amon Boaker,Amon,Boaker
AMENBOAKAINAR,persona,Amon Boaker,Amon,Boaker
AMETHYST,persona,Amethyst,,
AMETISTA,persona,AMATISTA,,
AMIBA,persona,ZAHID,,
AMIBA KINUYO,persona,Zahida Zahid,,
AMIBAKINUYO,persona,Zahida Zahid,,
AMIDA,persona,Al-Suhra,Al-Suhra,Al-Suhra
AMIGA CONSEJERA,persona,Amiga consejera,,
AMIGACONSEJERA,persona,Amiga consejera,,
AMIR,persona,AMIR,,
AMISAKI,persona,Caperton,Caperton,Caperton
AMISAKI REA,persona,Leia Caperton,Leia,Caperton
AMISAKIREA,persona,Leia Caperton,Leia,Caperton
AMISHIMA,persona,,,
AMISHIMA KYUTARO,persona,Ballmer Netting,,
AMISHIMAKYUTARO,persona,Ballmer Netting,,
AMOTO,persona,Beyan,Beyan,Beyan
AMOTO KURISU,persona,Downtworth Beyan,Downtworth,Beyan
AMOTO YONEHISA,persona,Tez Beyan,Tez,Beyan
AMOTOKURISU,persona,Downtworth Beyan,Downtworth,Beyan
AMOTOYONEHISA,persona,Tez Beyan,Tez,Beyan
AMURO,persona,,,
AMURO MIKIO,persona,Gaston Cooley,,
AMURO YASUMASA,persona,Rory Tigre,,
AMUROMIKIO,persona,Gaston Cooley,,
AMUROYASUMASA,persona,Rory Tigre,,
AN,persona,ANN,,
ANABAS,persona,ABANTIS,,
ANAHAN,persona,Sokolov,Sokolov,Sokolov
ANAHAN IMUS,persona,Samba Sokolov,Samba,Sokolov
ANAHANIMUS,persona,Samba Sokolov,Samba,Sokolov
ANANSI,persona,,,
ANAZAWA,persona,,,
ANAZAWA KITARU,persona,Steven Nevets,,
ANAZAWAKITARU,persona,Steven Nevets,,
ANBA,persona,,,
ANBA TOYA,persona,Breppo Terrey,,
ANBATOYA,persona,Breppo Terrey,,
ANBIN,persona,AMBIN,,
ANBU,persona,,,
ANBU TOBI,persona,Hop Sadler,,
ANBUTOBI,persona,Hop Sadler,,
ANCIANO BUSCANDO LLAVES,persona,Anciano buscando llaves,,
ANCIANOBUSCANDOLLAVES,persona,Anciano buscando llaves,,
ANDERSON,persona,ANDERSON,,
ANDO,persona,Torchwood,Torchwood,Torchwood
ANDO MICHINORI,persona,Lou Daguerre,,
ANDO TSUNEYUKI,persona,Harkness Torchwood,Harkness,Torchwood
ANDOMICHINORI,persona,Lou Daguerre,,
ANDON,persona,Lai,,
ANDOTSUNEYUKI,persona,Harkness Torchwood,Harkness,Torchwood
ANDREA,persona,Perry,,
ANDREAS,persona,Perry Al-Surah,Perry,Al-Surah
ANDREAS BEBO,persona,Perry Al-Surah,Perry,Al-Surah
ANDREASBEBO,persona,Perry Al-Surah,Perry,Al-Surah
ANDRÉ,persona,,,
ANDRÉ BLANC,persona,Saul Première,,
ANDRÉ PANZO,persona,André Pinson,,
ANDRÉBLANC,persona,Saul Première,,
ANDRÉPANZO,persona,André Pinson,,
ANEGASAKI,persona,,,
ANEGASAKI SEIKO,persona,Evelyn Hale,,
ANEGASAKISEIKO,persona,Evelyn Hale,,
ANGELO,persona,Gabrini,,
ANGELO GABRINI,persona,Angelo Gabrini,,
ANGELOGABRINI,persona,Angelo Gabrini,,
ANGLE,persona,FISCHER ,,
ANGLER,persona,Fisher,,
ANGO,persona,RITHM,,
ANGO KAKERU,persona,Algo Rithm,,
ANGOKAKERU,persona,Algo Rithm,,
ANI,persona,,,
ANI KIPPOJI,persona,Kippoji Ani,,
ANI RIAN,persona,Kandhul Lai,,
ANIKI,persona,,,
"ANIKI, MOKU & KAJI",persona,"Aniki, Berg y Brandt",,
"ANIKI,MOKU&KAJI",persona,"Aniki, Berg y Brandt",,
ANIKIPPOJI,persona,Kippoji Ani,,
ANIMADOR,persona,Animador,,
ANIRIAN,persona,Kandhul Lai,,
ANITA,persona,Anita,,
ANITA NAVARRO,persona,Anita Navarro,,
ANITANAVARRO,persona,Anita Navarro,,
ANJO,persona,,,
ANJO KAZOE,persona,Nettie Neuralyn,,
ANJOKAZOE,persona,Nettie Neuralyn,,
ANKO,persona,,,
ANKO MORIYUKI,persona,Knight Reader,,
ANKOKU,persona,,,
ANKOKU MASAYUKI,persona,Carl Rissian,,
ANKOKUJI,persona,,,
ANKOKUJI HIROMA,persona,Campen Allerjee,,
ANKOKUJIHIROMA,persona,Campen Allerjee,,
ANKOKUMASAYUKI,persona,Carl Rissian,,
ANKOMORIYUKI,persona,Knight Reader,,
ANKY,persona,Anky,,
ANKY MO,persona,Anky Mo,,
ANKYMO,persona,Anky Mo,,
ANMI,persona,,,
ANMI MARUHISA,persona,Proteus Flavout,,
ANMIMARUHISA,persona,Proteus Flavout,,
ANNA,persona,Regina,,
ANOR,persona,GORGON,,
ANTHOCY ARNIN,persona,Anthocia Arnin,,
ANTHOCYARNIN,persona,Anthocia Arnin,,
ANTIGUOS MIEMBROS DEL NORTHBRIGHT,persona,Antiguos miembros del Northbright,,
ANTIGUOSMIEMBROSDELNORTHBRIGHT,persona,Antiguos miembros del Northbright,,
ANTLION,persona,Larveo,,
ANTON GATTUSO,persona,Anton Graziuso,,
ANTONGATTUSO,persona,Anton Graziuso,,
ANTONIO,persona,Garrido,,
ANTONIO GALIUS,persona,Antonio Garrido,,
ANTONIOGALIUS,persona,Antonio Garrido,,
ANTWA ARLY,persona,Formica Anz,,
ANTWAARLY,persona,Formica Anz,,
ANTÔNIO,persona,BAGRE,,
ANZA,persona,,,
ANZA NAOICHI,persona,Vex Frieden,,
ANZAI,persona,,,
ANZAI MASARU,persona,Stephen Black,,
ANZAI TOMOYA,persona,Telly Fonbocks,,
ANZAIMASARU,persona,Stephen Black,,
ANZAITOMOYA,persona,Telly Fonbocks,,
ANZANAOICHI,persona,Vex Frieden,,
ANZEN,persona,,,
ANZEN DAIICHI,persona,Seph T. Forst,,
ANZENDAIICHI,persona,Seph T. Forst,,
ANZU,persona,Aubrey,,
AO,persona,,,
AO NINTARO,persona,Bloomer Topp,,
AO RINGO,persona,May Apple,,
AOBA,persona,,,
AOBA SEIGO,persona,Chris Miles,,
AOBASEIGO,persona,Chris Miles,,
AOCK,persona,Alec,,
AOCK SARKAME,persona,Alec Sarker,,
AOCKSARKAME,persona,Alec Sarker,,
AODE,persona,STREEHAN,,
AODE SHINGO,persona,Paddy Streehan,,
AODESHINGO,persona,Paddy Streehan,,
AOGIDA,persona,DOUGH,,
AOGIDA HINOKI,persona,Ken Dough,,
AOGIDAHINOKI,persona,Ken Dough,,
AOI,persona,,,
AOI KENTA,persona,Zin Giber,,
AOIKENTA,persona,Zin Giber,,
AOKI,persona,KELP,,
AOKI MASAUMI,persona,Algy Kelp,,
AOKIMASAUMI,persona,Algy Kelp,,
AOMORI,persona,,,
AOMORI JUN,persona,Bramley Cox,,
AOMORIJUN,persona,Bramley Cox,,
AONINTARO,persona,Bloomer Topp,,
AONO,persona,,,
AONO HOTAKA,persona,Owen Greenfield,,
AONO KOJI,persona,Breeze Skyler,,
AONOHOTAKA,persona,Owen Greenfield,,
AONOKOJI,persona,Breeze Skyler,,
AORINGO,persona,May Apple,,
AOSAI,persona,,,
AOSAI KOICHI,persona,Buck Choy,,
AOSAIKOICHI,persona,Buck Choy,,
AOSHIMA,persona,,,
AOSHIMA KAORU,persona,Karl Blue,,
AOSHIMAKAORU,persona,Karl Blue,,
AOSORI,persona,,,
AOSORI RAIYA,persona,Haydn Woe,,
AOSORIRAIYA,persona,Haydn Woe,,
AOTA,persona,Bluefield,Bluefield,Bluefield
AOTA HARUMI,persona,Primavera Bluefield,Primavera,Bluefield
AOTAHARUMI,persona,Primavera Bluefield,Primavera,Bluefield
AOUMI,persona,CERULEAN,,
AOUMI KOSEI,persona,Chance Cerulean,,
AOUMIKOSEI,persona,Chance Cerulean,,
AOYAMA,persona,Aoyama,Aoyama,Aoyama
AOYAMA SHUNSUKE,persona,Shunsuke Aoyama,Shunsuke,Aoyama
AOYAMASHUNSUKE,persona,Shunsuke Aoyama,Shunsuke,Aoyama
AOZORA,persona,HEARTSWAY,,
AOZORA REMU,persona,Liselotte Heartsway,,
AOZORAREMU,persona,Liselotte Heartsway,,
APA,persona,HYDIA,,
APAS,persona,Apas,,
APAS MULAN,persona,Apas Mulan,,
APASIONADA DE LOS ESTANQUES,persona,Apasionada de los estanques,,
APASIONADA DEL FITNESS,persona,Apasionada del fitness,,
APASIONADADELFITNESS,persona,Apasionada del fitness,,
APASIONADADELOSESTANQUES,persona,Apasionada de los estanques,,
APASMULAN,persona,Apas Mulan,,
APHRODY,persona,,,
APOLLO,persona,Apollo,,
"APOLO, DIOS DEL SOL",persona,"Apolo, dios del sol",,
"APOLO,DIOSDELSOL",persona,"Apolo, dios del sol",,
APORO,persona,LIGHT,,
APORO HIKARU,persona,Apollo Light,,
APOROHIKARU,persona,Apollo Light,,
APPLE,persona,Winkles,,
APPLETON,persona,APPLETON,,
AQUARIUS,persona,Acuario,,
ARABA,persona,,,
ARABA KENSHO,persona,Ralph Fary,,
ARABAKENSHO,persona,Ralph Fary,,
ARACHNES,persona,,,
ARAGAKI,persona,,,
ARAGAKI REKKU,persona,Zip Windrush,,
ARAGAKI TAIMU,persona,Wade Posey,,
ARAGAKIREKKU,persona,Zip Windrush,,
ARAGAKITAIMU,persona,Wade Posey,,
ARAI,persona,,,
ARAI SHUNICHI,persona,Martin Fleet,,
ARAI TORU,persona,Anthony Phinder,,
ARAIGAWA,persona,RACKHAM,,
ARAIGAWA KUMAMI,persona,Rocky Rackham,,
ARAIGAWAKUMAMI,persona,Rocky Rackham,,
ARAIGUMA,persona,Raccoon,,
ARAISHUNICHI,persona,Martin Fleet,,
ARAITORU,persona,Anthony Phinder,,
ARAKAWA,persona,,,
ARAKAWA HIROMASA,persona,Jonah Troutman,,
ARAKAWAHIROMASA,persona,Jonah Troutman,,
ARAKI,persona,,,
ARAKI AKIRA,persona,Sigfryd Roi,,
ARAKI SHUNJI,persona,Pete Manter,,
ARAKIAKIRA,persona,Sigfryd Roi,,
ARAKISHUNJI,persona,Pete Manter,,
ARAMA,persona,POPPY,,
ARAMA KATSUHIRO,persona,Dom Poppy,,
ARAMAKATSUHIRO,persona,Dom Poppy,,
ARAMINE,persona,Presswell,Presswell,Presswell
ARAMINE KIYOKO,persona,Vera Presswell,Vera,Presswell
ARAMINEKIYOKO,persona,Vera Presswell,Vera,Presswell
ARANE,persona,,,
ARANE KENTO,persona,Evon Newground,,
ARANEKENTO,persona,Evon Newground,,
ARARAGI,persona,,,
ARARAGI GO,persona,Samson Bigglesworth,,
ARARAGIGO,persona,Samson Bigglesworth,,
ARASHI,persona,,,
ARASHI DAISUKE,persona,Maddock Jackson,,
ARASHI SHINJIRO,persona,Curt Gale,,
ARASHIDAISUKE,persona,Maddock Jackson,,
ARASHISHINJIRO,persona,Curt Gale,,
ARATA,persona,Turner,Turner,Turner
ARAYA,persona,Arrows,Arrows,Arrows
ARAYA DAISUKE,persona,David Arrows,David,Arrows
ARAYA KOJI,persona,Mo Hawkes,,
ARAYA KONKO,persona,Kerry Bootgaiter,,
ARAYADAISUKE,persona,David Arrows,David,Arrows
ARAYAKOJI,persona,Mo Hawkes,,
ARAYAKONKO,persona,Kerry Bootgaiter,,
ARCADE,persona,Arcade,,
ARCADY,persona,Agnethe,,
ARCHERY,persona,Neville,,
ARCHON APHRODITE,persona,Archon Aphrodite,,
ARCHONAPHRODITE,persona,Archon Aphrodite,,
ARCO,persona,Juana de Arco,Juana,Arco
ARDEN DREIS,persona,Arden Drax,,
ARDENA,persona,Bianchi,Bianchi,Bianchi
ARDENDREIS,persona,Arden Drax,,
ARDO,persona,ARDO,,
ARENITE SEKIE,persona,Arenite Serka,,
ARENITESEKIE,persona,Arenite Serka,,
ARES,persona,,,
ARES ZMUSHIMO,persona,Ares Zumish,,
ARESU,persona,WAR,,
ARESU RAN,persona,Lane War,,
ARESURAN,persona,Lane War,,
ARESZMUSHIMO,persona,Ares Zumish,,
ARGO,persona,Argon,,
ARGO BURGESS,persona,Argon Bulgess,,
ARGOBURGESS,persona,Argon Bulgess,,
ARGYROS,persona,ARGUS,,
ARI,persona,Anchor,,
ARIA,persona,Cantation,Cantation,Cantation
ARIES,persona,Aries,,
ARIFUKURO,persona,HOPPER,,
ARIFUKURO CHIAKI,persona,Roo Hopper,,
ARIFUKUROCHIAKI,persona,Roo Hopper,,
ARIKA,persona,,,
ARIMA,persona,VIVALIST,,
ARIMA SHIHO,persona,Ria Vivalist,,
ARIMASHIHO,persona,Ria Vivalist,,
ARINAMI,persona,LOTTLE,,
ARINAMI TAKANORI,persona,Axel Lottle,,
ARINAMITAKANORI,persona,Axel Lottle,,
ARINO,persona,,,
ARINO OMI,persona,Themis Law,,
ARINOOMI,persona,Themis Law,,
ARISATO,persona,ANCHOR,,
ARISATO MORIHITO,persona,Rob Anchor,,
ARISATOMORIHITO,persona,Rob Anchor,,
ARISAWA,persona,,,
ARISAWA KOINE,persona,Serena Besse,,
ARISAWAKOINE,persona,Serena Besse,,
ARISU,persona,Percy Hurst,Percy,Hurst
ARK,persona,Ark,Ark,Ark
ARK SCOTCHEGG,persona,Scott Chegwin,,
ARKSCOTCHEGG,persona,Scott Chegwin,,
ARLY,persona,,,
ARMAL,persona,,,
ARMAND,persona,ARMAND,,
ARNIN,persona,,,
ARNO,persona,Cryptix,Cryptix,Cryptix
AROA,persona,,,
ARON,persona,ARON,,
ARROYO,persona,ARROYO,,
ARTEMIS,persona,Artemis,,
ARTIST,persona,Art,,
ARTISTA INSENSIBLE,persona,Artista insensible,,
ARTISTAINSENSIBLE,persona,Artista insensible,,
ARTUR,persona,,,
"ARTUR, MIGUEL Y LUCIAN",persona,"Alegre, Rio y Luís",,
"ARTUR,MIGUELYLUCIAN",persona,"Alegre, Rio y Luís",,
ARTURO,persona,,,
ARU,persona,Toasty,,
ARUJI,persona,Reynaldo Blackcrown,Reynaldo,Blackcrown
ARUMI,persona,TOPPEL,,
ARUMI NAO,persona,Tim Toppel,,
ARUMINAO,persona,Tim Toppel,,
ARUTE,persona,MISHMAN,,
ARUTE SANEKI,persona,Artie Mishman,,
ARUTESANEKI,persona,Artie Mishman,,
AS,persona,Roth,Roth,Roth
AS TAROTH,persona,Aster Roth,Aster,Roth
ASAD,persona,Gheisari,Gheisari,Gheisari
ASAD GHAIS,persona,Asad Gheisari,Asad,Gheisari
ASADGHAIS,persona,Asad Gheisari,Asad,Gheisari
ASAGA,persona,,,
ASAGA NOBUHIKO,persona,Nixon Earlnight,,
ASAGAKE,persona,,,
ASAGAKE NAMIHIKO,persona,Pinn Persica,,
ASAGAKENAMIHIKO,persona,Pinn Persica,,
ASAGANOBUHIKO,persona,Nixon Earlnight,,
ASAGI,persona,,,
ASAGI ARUTO,persona,Fabricius Cator,,
ASAGIARUTO,persona,Fabricius Cator,,
ASAGIRI,persona,,,
ASAGIRI KIYORA,persona,Kiyora Asakiri,,
ASAGIRIKIYORA,persona,Kiyora Asakiri,,
ASAI,persona,FIERCE,,
ASAI HIROSHI,persona,Bill Fierce,,
ASAIHIROSHI,persona,Bill Fierce,,
ASAINO,persona,DEATHCAP,,
ASAINO SAIJI,persona,Judas Deathcap,,
ASAINOSAIJI,persona,Judas Deathcap,,
ASAKUBO,persona,,,
ASAKUBO MASAHIKO,persona,Rayce Sprinton,,
ASAKUBOMASAHIKO,persona,Rayce Sprinton,,
ASAKURA,persona,,,
ASAKURA RYOHEI,persona,Swithin Sainte,,
ASAKURARYOHEI,persona,Swithin Sainte,,
ASAMA,persona,,,
ASAMA DENBEI,persona,Denbee Asama,,
ASAMADENBEI,persona,Denbee Asama,,
ASAMIZU,persona,,,
ASAMIZU SHOJI,persona,Vince Firewall,,
ASAMIZUSHOJI,persona,Vince Firewall,,
ASANO,persona,BAKER,,
ASANO IROHA,persona,Olivia Baker,,
ASANOIROHA,persona,Olivia Baker,,
ASANUNO,persona,KERR,,
ASANUNO RYOICHI,persona,Chief Kerr,,
ASANUNORYOICHI,persona,Chief Kerr,,
ASARI,persona,,,
ASARI DAIKIRO,persona,Shadi Mesmer,,
ASARIDAIKIRO,persona,Shadi Mesmer,,
ASATO,persona,ROCKE,,
ASATO KEITA,persona,Callum Rocke,,
ASATOKEITA,persona,Callum Rocke,,
ASATSUYU,persona,,,
ASATSUYU NEMU,persona,Lloyd Tabb,,
ASATSUYUNEMU,persona,Lloyd Tabb,,
ASH,persona,Ash,,
ASH BARNES,persona,Ash Barnes,,
ASHBARNES,persona,Ash Barnes,,
ASHIDA,persona,,,
ASHIDA MICHIHISA,persona,Juan Word,,
ASHIDAMICHIHISA,persona,Juan Word,,
ASHIGA,persona,,,
ASHIGA JINPEI,persona,Jinpei Ashiga,,
ASHIGA YUIKA,persona,Blakey Itchifoot,,
ASHIGAJINPEI,persona,Jinpei Ashiga,,
ASHIGAYUIKA,persona,Blakey Itchifoot,,
ASHIGURO,persona,,,
ASHIGURO HOICHIRO,persona,Hoichiro Ashiguro,,
ASHIGUROHOICHIRO,persona,Hoichiro Ashiguro,,
ASHIKAWA,persona,Jinpei,,
ASHIMINE,persona,VACEY,,
ASHIMINE TINA,persona,Milly Vacey,,
ASHIMINETINA,persona,Milly Vacey,,
ASHINA,persona,HEDDON,,
ASHINA NODAKA,persona,Hiatt Heddon,,
ASHINANODAKA,persona,Hiatt Heddon,,
ASHITSU,persona,,,
ASHITSU DAITO,persona,Roland Lex,,
ASHITSUDAITO,persona,Roland Lex,,
ASHITSUKA,persona,,,
ASHITSUKA KINSHI,persona,Tendance Chausefutt,,
ASHITSUKAKINSHI,persona,Tendance Chausefutt,,
ASHIYA,persona,,,
ASHIYA NOBORU,persona,Nero Night,,
ASHIYANOBORU,persona,Nero Night,,
ASHRAF,persona,Ashraf,Ashraf,Ashraf
ASHRAY SARPALA,persona,Ashley Sarpala,,
ASHRAYSARPALA,persona,Ashley Sarpala,,
ASHURA,persona,,,
ASHURA MITSUO,persona,Stan Trum,,
ASHURAMITSUO,persona,Stan Trum,,
ASHVINA,persona,Ashvina,,
ASHVINA BARANI,persona,Ashvina Bharani,,
ASHVINABARANI,persona,Ashvina Bharani,,
ASISTENTA VETERANA,persona,Asistenta veterana,,
ASISTENTAVETERANA,persona,Asistenta veterana,,
ASLEI,persona,Rune,Rune,Rune
ASLEI RUNE,persona,Aslei Rune,Aslei,Rune
ASLEIRUNE,persona,Aslei Rune,Aslei,Rune
ASMO,persona,Ian,,
ASMO DEUS,persona,Ian Qubus,,
ASMODEUS,persona,Ian Qubus,,
ASO,persona,,,
ASO KUREHITO,persona,Orion Hunter,,
ASO MOYURU,persona,Sol Crater,,
ASOKUREHITO,persona,Orion Hunter,,
ASOMOYURU,persona,Sol Crater,,
ASOR,persona,Nortje,,
ASOR NORKIA,persona,Anton Nortje,,
ASORNORKIA,persona,Anton Nortje,,
ASPIRANTE A ARTISTA,persona,Aspirante a artista,,
ASPIRANTE A ENFERMERA,persona,Aspirante a enfermera,,
ASPIRANTE A PROFESOR,persona,Aspirante a profesor,,
ASPIRANTEAARTISTA,persona,Aspirante a artista,,
ASPIRANTEAENFERMERA,persona,Aspirante a enfermera,,
ASPIRANTEAPROFESOR,persona,Aspirante a profesor,,
ASSAI,persona,Deathcap,,
ASTA,persona,,,
ASTAROTH,persona,Roth,Roth,Roth
ASTRA,persona,Astro,,
ASTRA JUSTIN,persona,Astro Justin,,
ASTRAJUSTIN,persona,Astro Justin,,
ASU,persona,Riktov,Riktov,Riktov
ASU INAM,persona,Serge Riktov,Serge,Riktov
ASUINAM,persona,Serge Riktov,Serge,Riktov
ASUKA,persona,Shearer,Shearer,Shearer
ASUKA DOMON,persona,Bobby Shearer,,
ASUKA KEN,persona,Dan Vega,,
ASUKADOMON,persona,Bobby Shearer,,
ASUKAJI,persona,,,
ASUKAJI SAKUYA,persona,Caesar Cornell,,
ASUKAJISAKUYA,persona,Caesar Cornell,,
ASUKAKEN,persona,Dan Vega,,
ASUMA,persona,CABALLO,,
ASUMA KAZUSA,persona,Kata Caballo,,
ASUMAKAZUSA,persona,Kata Caballo,,
ASUNA,persona,Asuna,,
ASUTO,persona,Wright,Wright,Wright
ASUTO & HAIZAKI,persona,Sonny y Elliot,,
ASUTO&HAIZAKI,persona,Sonny y Elliot,,
"ASUTO, GOJIN Y HIYORI",persona,"Sonny, Adriano y Kiko",,
"ASUTO, HAIZAKI Y YUMA",persona,"Sonny, Elliot y Heath",,
"ASUTO,GOJINYHIYORI",persona,"Sonny, Adriano y Kiko",,
"ASUTO,HAIZAKIYYUMA",persona,"Sonny, Elliot y Heath",,
ATAGI,persona,MITE,,
ATAGI KIKI,persona,Anna Mite,,
ATAGIKIKI,persona,Anna Mite,,
ATAGO,persona,,,
ATAGO TAPPEI,persona,Sam Firman,,
ATAGOTAPPEI,persona,Sam Firman,,
ATARI,persona,Tariq,Tariq,Tariq
ATARO,persona,Artz,Artz,Artz
ATARU,persona,,,
ATENA,persona,KNOX,,
ATENA TOMO,persona,Wesley Knox,,
ATENATOMO,persona,Wesley Knox,,
ATHENA,persona,Athena,,
ATLA,persona,Aurora,,
ATLA SWOKARB,persona,Aurora Sorker,,
ATLAS,persona,Atlas,,
"ATLAS, PROTECTOR DE LA TIERRA",persona,"Atlas, protector de la Tierra",,
"ATLAS,PROTECTORDELATIERRA",persona,"Atlas, protector de la Tierra",,
ATLASWOKARB,persona,Aurora Sorker,,
ATLETA ESTRICTO,persona,Atleta estricto,,
ATLETAESTRICTO,persona,Atleta estricto,,
ATO,persona,,,
ATO RAN,persona,Atlas Carrier,,
ATOMA,persona,KAREEM,,
ATOMA ISAO,persona,Andy Kareem,,
ATOMAISAO,persona,Andy Kareem,,
ATOMIZER,persona,Kareem,,
ATORA,persona,LASALLE,,
ATORA SURI,persona,Atol Lasalle,,
ATORAN,persona,Atlas Carrier,,
ATORASURI,persona,Atol Lasalle,,
ATORO,persona,TED,,
ATORO MIRA,persona,Faye Ted,,
ATOROMIRA,persona,Faye Ted,,
ATSUDA,persona,PALMER,,
ATSUDA MINORI,persona,Doyle Palmer,,
ATSUDAMINORI,persona,Doyle Palmer,,
ATSUI,persona,,,
ATSUI UYUKI,persona,Hollis Ticure,,
ATSUISHI,persona,WHITERING,,
ATSUISHI SHIGETO,persona,Ethan Whitering,,
ATSUISHISHIGETO,persona,Ethan Whitering,,
ATSUIUYUKI,persona,Hollis Ticure,,
ATSUSHI,persona,,,
ATSUTA,persona,,,
ATSUTA NAO,persona,Bill Steakspear,,
ATSUTANAO,persona,Bill Steakspear,,
ATSUYA,persona,Froste,Froste,Froste
AUDREY COHEN,persona,Esme la Transe,,
AUDREYCOHEN,persona,Esme la Transe,,
AUL,persona,MISTY,,
AUTUMN,persona,Harvestman,Harvestman,Harvestman
AVALONIC,persona,Zanark Avalonic,Zanark,Avalonic
AVALOS,persona,HONTIVEROS,,
AVATAR,persona,Avatar,,
AVELIN,persona,Avelin,Avelin,Avelin
AWAGUCHI,persona,BRASHIER,,
AWAGUCHI MAANA,persona,Sofia Brashier,,
AWAGUCHIMAANA,persona,Sofia Brashier,,
AWANO,persona,EGERER,,
AWANO YUMEKA,persona,Esther Egerer,,
AWANOYUMEKA,persona,Esther Egerer,,
AWASHIMA,persona,,,
AWASHIMA SORA,persona,Thomas Cott,,
AWASHIMASORA,persona,Thomas Cott,,
AWATA,persona,Foamcrest,Foamcrest,Foamcrest
AWATA MESHIHIKO,persona,Hopkins Foamcrest,Hopkins,Foamcrest
AWATAMESHIHIKO,persona,Hopkins Foamcrest,Hopkins,Foamcrest
AXE,persona,,,
AXOLOTL,persona,Lottle,,
AXOLOTL ,persona,Lottle,,
AYABE,persona,,,
AYABE HOKURO,persona,Hokuro Ayabe,,
AYABEHOKURO,persona,Hokuro Ayabe,,
AYANO,persona,Green,Green,Green
AYANO YUICHI,persona,Albert Green,Albert,Green
AYANOKOJI,persona,,,
AYANOKOJI MISAO,persona,Adelina Gearhart,,
AYANOKOJIMISAO,persona,Adelina Gearhart,,
AYANOYUICHI,persona,Albert Green,Albert,Green
AYASHINO,persona,Foxworth,Foxworth,Foxworth
AYASHINO GINRO,persona,Lycus Foxworth,Lycus,Foxworth
AYASHINOGINRO,persona,Lycus Foxworth,Lycus,Foxworth
AYATA,persona,TRACTOR,,
AYATA TOKINORI,persona,Pero Tractor,,
AYATATOKINORI,persona,Pero Tractor,,
AYLE,persona,Holland,Holland,Holland
AYLES,persona,WALKER,,
AYUKAWA,persona,Fishley,Fishley,Fishley
AYUKAWA SHUN,persona,Puck Fishley,Puck,Fishley
AYUKAWASHUN,persona,Puck Fishley,Puck,Fishley
AYUMA,persona,Keenan,,
AYUMU,persona,,,
AZAZEL,persona,AZEL,,
"AZOTE NEGRO, SEÑOR OSCURO",persona,"Azote negro, señor oscuro",,
AZOTEA,sitio,Azotea,Azotea,Azotea
"AZOTENEGRO,SEÑOROSCURO",persona,"Azote negro, señor oscuro",,
AZU,persona,Whyrl,Whyrl,Whyrl
AZU RYUICHI,persona,Hayden Whyrl,Hayden,Whyrl
AZUBEL,persona,Turchese,,
AZUBEL TURCHESE,persona,Alessio Turchese,,
AZUBELTURCHESE,persona,Alessio Turchese,,
AZUHO,persona,Irina,,
AZUKI,persona,Rhiannon,,
AZUMA,persona,,,
AZUMA KYO,persona,Andy,,
AZUMAKYO,persona,Andy,,
AZURYUICHI,persona,Hayden Whyrl,Hayden,Whyrl
AZZEL,persona,MURATOV,,
AZZURRO,persona,Zaffiro,,
AZZURRO ZAFFIRE,persona,Azzurro Zaffiro,,
AZZURROZAFFIRE,persona,Azzurro Zaffiro,,
A_AD,persona,a_ad,,
B-BLACK,persona,Alfio,,
