# Personajes del juego, sacados de chara_param y chara_base.
# identidad = el valor del campo 0xBA162C11 de la partida, en hex.
# Lo genera herramientas/construir_personajes.py.
identidad,chara_base_id,indice,rareza,rareza_valor,nombre_es,nombre_en,apt_entrenador,apt_gerente,tec1,tec2,tec3,tec4,tec5,tec6,tec7,tec8,tec9,tec1_nivel,tec2_nivel,tec3_nivel,tec4_nivel,tec5_nivel,tec6_nivel,tec7_nivel,tec8_nivel,tec9_nivel,arquetipo_valor,clave_personal,tablero
0502906E,307144184,4140,hero,6,Arculus Orbes,Arculus Orbes,,,5E4F14E6,47534864,1CF9AE6D,1F7E0FFF,5E4F14E6,2E08217A,,,,1,13,20,30,38,43,0,0,0,2,3,5EF336A5
050B3A0A,-1392561032,1105,normal,0,Chris Ticker,Chris Ticker,,,357B4A6B,8F884E1D,6305EFC5,446AA917,B4962A59,6BF911A6,54543E2D,B4962A59,723D7CA1,1,13,20,30,38,43,30,38,43,5,11,
0515BEB3,-1394495295,866,normal,0,Marc O'Lepsy,Marc O'Lepsy,,,D1DFD83A,B4962A59,400C2F32,ED8B861A,028C2178,47981F48,AB6D0E75,F2D34877,723D7CA1,1,13,20,30,38,43,30,38,43,4,3,
05209999,-1395353621,3241,normal,0,Wyther Longfeys,Wyther Longfeys,,,5778826C,431ED020,A3CCC9DC,4990A46B,7670BFA2,47981F48,FE9CFDDB,F8FED67D,723D7CA1,1,13,20,30,38,43,30,38,43,5,3,
0522FA97,-1395198747,1859,normal,0,Cecil Crowley ,Cecil Crowley,,,122F1F50,E2EDDF4D,B7273F0A,5B918D3B,6B2CDC4C,E40D7BD6,44C94356,29ACD206,47981F48,1,13,20,30,38,43,30,38,43,0,3,
05262A85,-506407605,0,normal,0,,,,,53BDEE08,56ED54E8,A3CCC9DC,8F10B7B5,028C2178,47981F48,4E6209F3,7908CBF2,D1A8183F,1,13,20,30,38,43,30,38,43,5,3,
052922C1,-1394791245,1322,normal,0,Nate Checker,Nate Checker,,,D1DFD83A,0DD16BC6,013D342B,6B8F360D,2DCA5423,723D7CA1,689DC91F,43BD3A61,47981F48,1,13,20,30,38,43,30,38,43,2,7,
053FD796,-1395926556,4075,normal,0,Nyira Fezun,Nyira Fezun,,,744A5172,815608B2,CDBBA79E,26CA8B51,9A6840FA,6BF911A6,F5A73140,80EE174A,723D7CA1,1,13,20,30,38,43,30,38,43,5,5,
055C719C,-1286670172,12,normal,0,William Glass,William Glass,,,744A5172,E628B329,,,,,,,,1,13,0,0,0,0,0,0,0,5,7,
05627FB5,-1399426617,5083,normal,0,Lars Luceafăr,Lars Luceafăr,,,94884506,555C41BB,960F6C90,E2F3F24A,555C41BB,D1A8183F,F5A73140,683E235E,F85812BC,1,13,20,30,38,43,30,38,43,0,2,
056A057C,-1398928626,31,normal,0,Jason Jones,Jason Jones,,,5778826C,B435C018,CE21ACAC,ED8B861A,05F8584F,47981F48,B4962A59,028C2178,723D7CA1,1,13,20,30,38,43,30,38,43,2,12,
05857EA2,-1401851696,2183,normal,0,Roland Allardyce,Roland Allardyce,,,57DB682D,97071306,446AA917,CEB95504,608FE97F,6BF911A6,74741221,D17962C1,723D7CA1,1,13,20,30,38,43,30,38,43,0,1,
0585F1EF,-1401815139,2485,normal,0,Sirius Starsky,Sirius Starsky,,,357B4A6B,411A7DA3,DAF14993,06494D1C,7670BFA2,47981F48,3647FBA2,44D94EDE,6BF911A6,1,13,20,30,38,43,30,38,43,0,10,
05957E9B,-1402900247,3952,normal,0,Vinda Koral,Vinda Koral,,,046D8ECB,210D15AF,2BA5D8AD,7A9CE04F,73A38157,47981F48,3F4DA9DC,6CDE71D4,D1A8183F,1,13,20,30,38,43,30,38,43,3,12,
059DB095,-1402355993,3892,normal,0,Papa,Papa,,,16499975,609FE4F7,FC985058,645A8893,C3DBA1D0,47981F48,E613A0C0,7670BFA2,723D7CA1,1,13,20,30,38,43,30,38,43,4,3,
05A2E665,-1403590633,5268,normal,0,Wander Treeday,Wander Treeday,,,5778826C,88C724C3,2ED8AB31,3657F62A,08A1BF72,47981F48,E25E3884,A36F239D,E40D7BD6,1,13,20,30,38,43,30,38,43,3,6,
05ABD762,-1403004656,4905,normal,0,Zerbino Savelli,Zerbino Savelli,,,D5B95E1F,C8653E43,3ABBA9C7,431ED020,979FEAAE,723D7CA1,842B7B2E,58837229,47981F48,1,13,20,30,38,43,30,38,43,4,2,
05C5F0A7,-1406009643,4370,normal,0,Ireid Orbes,Elreid Orbes,,,046D8ECB,599B0037,681B1DB0,4AA76597,1020C2E6,D1A8183F,4B1CFDC8,F2F85616,E40D7BD6,1,13,20,30,38,43,30,38,43,2,5,
05CD8149,-1405513925,451,normal,0,Thomas Cott,Thomas Cott,,,90EEC323,491670C4,2D69BE62,555C41BB,CB7446F6,D1A8183F,013D342B,EE3A9349,47981F48,1,13,20,30,38,43,30,38,43,1,7,
05F058C0,-1409001806,3119,normal,0,Carny Voris,Carny Voris,,,D1DFD83A,88C724C3,3FCB7D73,94A60BDD,08A1BF72,47981F48,7A9CE04F,A36F239D,723D7CA1,1,13,20,30,38,43,30,38,43,3,12,
05F11D3B,-1408953527,1687,normal,0,May Apple,May Apple,,,16499975,36F41C6B,1A037C63,6305EFC5,683E235E,E40D7BD6,B341B92F,7C5D21A8,47981F48,1,13,20,30,38,43,30,38,43,5,3,
05FC0170,547154879,1222,fabled,8,Hurley Kane,Hurley Kane,,,32929A4E,A722BBD9,2319B5A4,32929A4E,2319B5A4,47981F48,2319B5A4,2319B5A4,6BF911A6,1,13,20,30,38,43,30,38,43,3,1,DBEDB6B8
06012581,-1342886925,2468,normal,0,Jean-Pierre Lapin,Jean-Pierre Lapin,,,455C95D2,B1E8DE62,A52338DA,10A836C6,15EDD114,DB4BF76D,3FCB7D73,73A38157,DB4BF76D,1,13,20,30,38,43,30,38,43,3,4,
0601AACC,-1342856002,2163,normal,0,Blazer Firefoot,Blazer Firefoot,,,D1DFD83A,8A455DEF,F270A236,F051315B,4AA76597,D1A8183F,35E6E379,028C2178,47981F48,1,13,20,30,38,43,30,38,43,5,6,
06113DEF,-1343933539,5732,normal,0,Cognus Sention,Cognus Sention,,,D1DFD83A,8739843C,B5D13872,06494D1C,2DCA5423,47981F48,C5B98A76,CF94147C,723D7CA1,1,13,20,30,38,43,30,38,43,0,4,
06178BB7,-1344043579,4809,normal,0,Polkan Ismailov,Polkan Ismailov,,,D5B95E1F,3BADFB56,B0F0AC7C,3B0E1117,AC197742,E40D7BD6,3B0E1117,FC985058,47981F48,1,13,20,30,38,43,30,38,43,4,3,
061964FB,-1343395191,3486,normal,0,Riccardo Di Rigo,Riccardo Di Rigo,,,ACAA908B,431ED020,6A94C3B4,,,,,,,1,13,20,0,0,0,0,0,0,5,11,
061C0880,-1343748366,312,normal,0,Creed Craving,Creed Craving,,,046D8ECB,1289A5AB,3CFCBC8F,618796E9,4AA76597,D1A8183F,3D6C3AB1,7C5D21A8,47981F48,1,13,20,30,38,43,30,38,43,3,4,
0629224E,-1344459716,3439,normal,0,Berdy Caster,Berdy Caster,,,B3DC103D,C17CE612,5D3A1F8F,0DD16BC6,ED9B8B92,6BF911A6,57F526F6,BD0AA100,E40D7BD6,1,13,20,30,38,43,30,38,43,1,2,
06338293,-1345876767,3838,normal,0,Sloan Hinge,Sloan Hinge,,,57DB682D,0B00A7A9,7A9CE04F,7776E0BB,180A76C8,6BF911A6,40AFC573,74741221,E40D7BD6,1,13,20,30,38,43,30,38,43,4,7,
063FB9C7,-1345603659,5443,normal,0,Donovan Brasswagon,Donovan Brasswagon,,,744A5172,32929A4E,DAF14993,31338295,C8538A82,6BF911A6,013D342B,EE3A9349,47981F48,1,13,20,30,38,43,30,38,43,3,10,
064124C9,-1347081541,4361,normal,0,Marigold Blossom,Marigold Blossom,,,708F3D16,5393A0D3,E8F6F586,A3DCC454,180A76C8,6BF911A6,DD36D76D,E1C433B6,E40D7BD6,1,13,20,30,38,43,30,38,43,4,10,
06495527,-1346544811,431,normal,0,Buster Locke,Buster Locke,,,D5B95E1F,1289A5AB,EE997908,F270A236,EE3A9349,47981F48,B7273F0A,6CFB4F3A,E40D7BD6,1,13,20,30,38,43,30,38,43,2,11,
065F2F3D,-1347739313,1453,normal,0,Steve Squander,Steve Squander,,,B3DC103D,5B918D3B,67FB9048,0A9E0118,4F6A7665,6BF911A6,C2CDF341,6CFB4F3A,723D7CA1,1,13,20,30,38,43,30,38,43,0,4,
06644770,-1769449595,4916,hero,7,Jade Beor,Jade Beor,,,8D91493E,E780A159,55426CBC,8D91493E,E780A159,6BF911A6,,,,1,13,20,30,38,43,0,0,0,1,10,5D95E1BB
0666DF34,-1349332666,3569,normal,0,Norimaru Gazen,Norimaru Gazen,,,046D8ECB,B1E8DE62,AB48309B,618796E9,0F5312EA,D1A8183F,044047B7,683E235E,E40D7BD6,1,13,20,30,38,43,30,38,43,4,6,
06748CAE,-1350532388,3139,normal,0,Joe Bloggs,Joe Bloggs,,,5778826C,022FCB39,06494D1C,C5B98A76,CF94147C,E40D7BD6,002B66BA,08A1BF72,47981F48,1,13,20,30,38,43,30,38,43,2,7,
0675C955,-1350449369,1667,normal,0,Milly Vacey,Milly Vacey,,,B3DC103D,CE21ACAC,8B4D2279,CEB95504,9E9B985F,6BF911A6,F94B6EAD,29ACD206,47981F48,1,13,20,30,38,43,30,38,43,3,8,
06864400,298480022,4128,hero,5,Circulus Corona,Circulus Corona,,,9D1C39CD,0662537D,F6A5C3DA,1F7E0FFF,9D1C39CD,903B33BE,,,,1,13,20,30,38,43,0,0,0,3,11,5D77E2CB
0686553C,-1351460018,2870,normal,0,Iggy Heade,Iggy Heade,,,904D2962,4A31BCB0,7A9CE04F,15EDD114,180A76C8,6BF911A6,FC3BBA19,A36F239D,723D7CA1,1,13,20,30,38,43,30,38,43,0,4,
06916ADD,-1352309585,886,normal,0,Telly Fonbocks,Telly Fonbocks,,,531E0449,5B32677A,C2CDF341,EE997908,6CFB4F3A,E40D7BD6,3D6C3AB1,D9505148,47981F48,1,13,20,30,38,43,30,38,43,2,1,
06A44DF7,-1353694331,3221,normal,0,Greena Grasse,Greena Grasse,,,90EEC323,EA792B82,06494D1C,F41CA91F,E2F3F24A,D1A8183F,002B66BA,08A1BF72,47981F48,1,13,20,30,38,43,30,38,43,2,12,
06A62EF9,-1353572213,1875,normal,0,Quint Hampton,Quint Hampton,,,904D2962,9B73B543,6B2CDC4C,E9ED003F,D6AEF1B7,E40D7BD6,32929A4E,F94B6EAD,47981F48,1,13,20,30,38,43,30,38,43,4,5,
06ADF6AF,-1353058083,1342,normal,0,Philippa Konik,Philippa Konik,,,94884506,97071306,446AA917,AB6D0E75,D17962C1,E40D7BD6,5DC8B574,608FE97F,6BF911A6,1,13,20,30,38,43,30,38,43,0,8,
06D3089B,-1356396823,3328,normal,0,Fletch Blitzen,Fletch Blitzen,,,904D2962,4A31BCB0,C5B98A76,3647FBA2,C8538A82,6BF911A6,E69B54E0,CF94147C,E40D7BD6,1,13,20,30,38,43,30,38,43,2,3,
06E25622,-1357490096,5915,normal,0,Mark Evans,Mark Evans,,,860FB8F9,5228388C,D04A0EBE,3CFCBC8F,FFAF91A4,D1A8183F,2B936C6C,B4AD39B0,6BF911A6,1,13,20,30,38,43,30,38,43,5,8,
06ED94DD,-1357276497,5393,normal,0,Noelle Harmon,Noelle Harmon,,,744A5172,609FE4F7,D5871D4C,FA628256,7B395517,6BF911A6,400C2F32,028C2178,47981F48,1,13,20,30,38,43,30,38,43,4,4,
06EED112,-1357193376,47,normal,0,Wilson Fishman,Wilson Fishman,,,53BDEE08,835F0219,32929A4E,CEB95504,1E65FA46,47981F48,7B8AB2DE,F270A236,E40D7BD6,1,13,20,30,38,43,30,38,43,2,4,
06F6F352,-1358758624,5260,normal,0,Circe Roundella,Circe Roundella,,,16499975,7B8AB2DE,3657F62A,B341B92F,A87FF167,47981F48,6305EFC5,683E235E,723D7CA1,1,13,20,30,38,43,30,38,43,4,5,
07033136,-1359528124,3339,normal,0,Jack Wallside,Jack Wallside,,,90EEC323,879A6E7D,7C5D21A8,3B0E1117,73006B16,47981F48,3A80BA2E,F6162413,E40D7BD6,1,13,20,30,38,43,30,38,43,5,8,
072CBB25,-1361529513,57,normal,0,Philip Anders,Philip Anders,,,708F3D16,44C94356,40AFC573,C2F6E0A8,CD084057,6BF911A6,50915249,7B8AB2DE,723D7CA1,1,13,20,30,38,43,30,38,43,0,3,
073A8B76,-2040166062,5693,normal,0,Destin Billows,Destin Billows,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,7,
07443F0B,-1364184711,2860,normal,0,Lucan Thorpe,Lucan Thorpe,,,53BDEE08,BFADE6C2,06494D1C,32929A4E,7670BFA2,47981F48,E69B54E0,CF94147C,723D7CA1,1,13,20,30,38,43,30,38,43,3,7,
075300EA,-1364783464,896,normal,0,Rocky Rollans,Rocky Rollans,,,57DB682D,1289A5AB,F6162413,6B2CDC4C,028C2178,47981F48,C2CDF341,6CFB4F3A,E40D7BD6,1,13,20,30,38,43,30,38,43,2,3,
076444CE,-1366275396,1885,normal,0,Jazzy Hedgeer,Jazzy Hedgeer,,,F2ED0B24,BF96F52B,9BD05F02,1E65FA46,2319B5A4,6BF911A6,A722BBD9,53B8BEB2,E40D7BD6,1,13,20,30,38,43,30,38,43,3,2,
076627C0,-1366152782,3231,normal,0,Perpetua Naim,Perpetua Naim,,,57DB682D,4B37E3A9,C5B98A76,E69B54E0,CF94147C,723D7CA1,002B66BA,7670BFA2,47981F48,1,13,20,30,38,43,30,38,43,0,2,
076F9C98,-1365536022,1332,normal,0,Ovie Whisker,Ovie Whisker,,,16499975,220FE735,F270A236,3D6C3AB1,A87FF167,47981F48,E8C04147,7BB1A137,6BF911A6,1,13,20,30,38,43,30,38,43,2,3,
0782683F,-1367972275,5513,normal,0,Harolde Narcissus,Harolde Narcissus,,,94884506,05F8584F,E9ED003F,6B8F360D,CF94147C,E40D7BD6,06494D1C,43BD3A61,47981F48,1,13,20,30,38,43,30,38,43,2,5,
07834EFE,-1367916404,4352,normal,0,Cross Word Cryptix,Cross Word Cryptix,,,90EEC323,4A31BCB0,002B66BA,73B38CDF,C8538A82,6BF911A6,06494D1C,7670BFA2,47981F48,1,13,20,30,38,43,30,38,43,1,11,
078B3F10,-1367395998,421,normal,0,Holly Cricket,Holly Cricket,,,53BDEE08,5CE5F40C,35E6E379,B7273F0A,6CFB4F3A,723D7CA1,6B2CDC4C,D9505148,47981F48,1,13,20,30,38,43,30,38,43,5,5,
079974DD,-1368556881,5044,normal,0,Lane War,Lane War,,,5778826C,B87A75B4,B435C018,2ABE2D14,83FCE858,47981F48,E9ED003F,B3E2536E,723D7CA1,1,13,20,30,38,43,30,38,43,2,5,
079D450A,-1368831112,1463,normal,0,Mark Izushy,Mark Izushy,,,455C95D2,904879D8,75477E5E,230798A3,BD2F9FEE,D1A8183F,6305EFC5,683E235E,723D7CA1,1,13,20,30,38,43,30,38,43,0,11,
07A4B503,-1370440847,3579,normal,0,Korin Maebayashi,Korin Maebayashi,,,744A5172,2BA5D8AD,6B3CD1C4,82E71DE1,210D15AF,6BF911A6,FE9CFDDB,2A1DC755,723D7CA1,1,13,20,30,38,43,30,38,43,5,6,
07B40ADA,-1371536216,2649,normal,0,Harrold Houdini,Harrold Houdini,,,D5B95E1F,22871315,EADFEF43,019EDE6A,7A3F0A0E,723D7CA1,ACAA908B,F4BCC4F9,6BF911A6,1,13,20,30,38,43,30,38,43,5,6,
07B6E699,-1371346709,3149,normal,0,Emilia Odde,Emilia Odde,,,94884506,EA792B82,C5B98A76,F41CA91F,E2F3F24A,D1A8183F,E69B54E0,CF94147C,E40D7BD6,1,13,20,30,38,43,30,38,43,4,5,
07B7A362,-1371296496,1677,normal,0,Sam Willing,Sam Willing,,,122F1F50,98614A51,74741221,400C2F32,028C2178,47981F48,AB6D0E75,F2D34877,E40D7BD6,1,13,20,30,38,43,30,38,43,0,2,
07BF5DC1,-1370795085,1122,normal,0,Bountine,Bountine,,,904D2962,1289A5AB,D5871D4C,019EDE6A,12115C03,E40D7BD6,29342BAE,0E5B6D7C,6BF911A6,1,13,20,30,38,43,30,38,43,1,9,
07C34FB6,-1372110396,2478,normal,0,Aitor Cazador,Aitor Cazador,,,16499975,80EE174A,0A6DB6D1,019EDE6A,7A3F0A0E,47981F48,FC3BBA19,2A1DC755,723D7CA1,1,13,20,30,38,43,30,38,43,3,5,
07C3C0FB,-1372074359,2153,normal,0,Joe Java,Joe Java,,,D1DFD83A,73006B16,2ED8AB31,F5A73140,683E235E,E40D7BD6,74D7F860,A87FF167,47981F48,1,13,20,30,38,43,30,38,43,0,11,
07D357D8,-1373152854,4628,normal,0,Talim Muskel,Talim Muskel,,,860FB8F9,47785605,0DD16BC6,3B0E1117,57F526F6,47981F48,960F6C90,E2F3F24A,D1A8183F,1,13,20,30,38,43,30,38,43,2,9,
07DB0ECC,-1372651330,3490,normal,0,Bai Long,Bailong,,,F514D689,0A06F8B0,41B430CA,3A084E0E,,,,,,1,13,20,30,0,0,0,0,0,0,11,
07DE62B7,-1372951355,302,normal,0,Bobby Peel,Bobby Peel,,,53BDEE08,7B8AB2DE,74D7F860,F5A73140,683E235E,723D7CA1,F6B5CE52,A87FF167,47981F48,1,13,20,30,38,43,30,38,43,0,4,
07EB4879,-1373682165,3449,normal,0,Aysen DeMacon,Aysen DeMacon,,,708F3D16,B1B7BE57,5D3A1F8F,4CDB6336,FE9CFDDB,6BF911A6,3CFCBC8F,681B1DB0,D1A8183F,1,13,20,30,38,43,30,38,43,0,7,
07F1708F,-1375371523,5569,normal,0,Rashiri Saran,Rashiri Saran,1,,860FB8F9,34766547,9E85B558,292A06A9,CC003FC1,D1A8183F,E638BEA1,028C2178,47981F48,1,13,20,30,38,43,30,38,43,1,11,
07F1E8A4,-1375344938,3848,normal,0,Giv'r Trupal,Giv'r Trupal,,,94884506,92CA00F4,C5B98A76,F41CA91F,E2F3F24A,D1A8183F,E69B54E0,CF94147C,E40D7BD6,1,13,20,30,38,43,30,38,43,2,4,
080538F5,-1497358139,2354,normal,0,Bai Long,Bailong,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,11,
080F5938,-1577363638,232,normal,0,Jody MacGough,Jody MacGough,,,53BDEE08,257B9E02,B341B92F,2ED8AB31,D9505148,47981F48,3A80BA2E,47685B8D,6BF911A6,1,13,20,30,38,43,30,38,43,2,9,
08127439,-1578730933,2534,normal,0,Billy-Lee Adarma,Billy-Lee Adarma,,,57DB682D,40AFC573,3B0E1117,C2CDF341,2A0DCADD,723D7CA1,BDA94B41,08A1BF72,47981F48,1,13,20,30,38,43,30,38,43,5,2,
08192322,-1578291888,1048,normal,0,Gocker,Gocker,,,16499975,AF0B8850,F1C1B765,A87FF167,98614A51,47981F48,73006B16,19B26930,E40D7BD6,1,13,20,30,38,43,30,38,43,4,1,
0820D32B,-1579885223,3758,normal,0,Wade Posey,Wade Posey,,,531E0449,ED9B8B92,FE9CFDDB,ACAA908B,F4BCC4F9,6BF911A6,C9F63FDA,F8FED67D,723D7CA1,1,13,20,30,38,43,30,38,43,0,8,
08381D1C,-1580461202,2261,normal,0,Phineas Hudd,Phineas Hudd,,,357B4A6B,1E65FA46,74C7F5E8,80FE1AC2,FD16FB61,6BF911A6,6B8F360D,2DCA5423,723D7CA1,1,13,20,30,38,43,30,38,43,1,9,
08492FB7,-1581440571,5821,normal,0,Silasar Noirmont,Silasar Noirmont,1,,357B4A6B,3B0E1117,BC27E078,E628B329,2B936C6C,6BF911A6,3657F62A,08A1BF72,47981F48,1,13,20,30,38,43,30,38,43,2,8,
0849844E,201796986,4933,normal,0,Cedric Freud,Cedric Freud,,,122F1F50,,,,,,,,,1,0,0,0,0,0,0,0,0,2,6,
084C7E85,-1581747977,1373,normal,0,Nina Trowel,Nina Trowel,,,046D8ECB,C26E1900,6542FA8D,2ED8AB31,A87FF167,47981F48,230798A3,BD2F9FEE,D1A8183F,1,13,20,30,38,43,30,38,43,3,2,
085A049F,-1582429459,511,normal,0,Victor Grand,Victor Grand,,,57DB682D,835F0219,446AA917,8F10B7B5,29ACD206,47981F48,AB6D0E75,F2D34877,E40D7BD6,1,13,20,30,38,43,30,38,43,1,2,
08758E8C,-1585348354,3623,normal,0,Vee Wai,Vee Wai,,,455C95D2,00254635,3326BB0A,8E80318B,5228388C,D1A8183F,DB595BE3,804DFD0B,723D7CA1,1,13,20,30,38,43,30,38,43,5,7,
0879D298,273396561,1089,normal,0,Zohen,Zohen,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,9,
087AF017,-1584464283,991,normal,0,Will Racer,Will Racer,,,D1DFD83A,7F74CD53,3657F62A,CD084057,AF1B85D8,6BF911A6,1A037C63,D9505148,47981F48,1,13,20,30,38,43,30,38,43,4,6,
08840633,-1586493375,3353,normal,0,Starla Thorn,Starla Thorn,,,D5B95E1F,458E517D,44C94356,603C0EB6,7002998C,E40D7BD6,D599304B,7AB9DEA1,6BF911A6,1,13,20,30,38,43,30,38,43,4,11,
08851CEA,-1586425192,5678,normal,0,Targan Snowbringer,Targan Snowbringer,,,122F1F50,ACBA9D03,019EDE6A,4B37E3A9,8B4D2279,47981F48,546F2DC4,CF94147C,723D7CA1,1,13,20,30,38,43,30,38,43,4,6,
08928562,770863021,1705,fabled,8,Caleb Stonewall,Caleb Stonewall,,,D17962C1,1A037C63,C50A6DBF,C50A6DBF,D17962C1,E40D7BD6,C50A6DBF,C50A6DBF,E40D7BD6,1,13,20,30,38,43,30,38,43,4,1,DBEDB6B8
08950484,-1587475722,2790,normal,0,Alex Gottlieb,Alex Gottlieb,,,357B4A6B,49334E2A,A86FFCEF,C9F63FDA,A36F239D,723D7CA1,9BC0528A,63B6080C,6BF911A6,1,13,20,30,38,43,30,38,43,1,12,
0897678A,-1587320328,2088,normal,0,Baron Blackgold,Baron Blackgold,,,531E0449,97071306,AB6D0E75,446AA917,F2D34877,E40D7BD6,D5871D4C,5C5613C5,6BF911A6,1,13,20,30,38,43,30,38,43,2,2,
0897E8C7,-1587288395,2569,normal,0,Baron Oxford,Baron Oxford,,,90EEC323,06494D1C,C9F63FDA,FC985058,44C94356,47981F48,FC3BBA19,A36F239D,E40D7BD6,1,13,20,30,38,43,30,38,43,3,3,
089CBFDC,-1586974290,1083,normal,0,Mercury,Mercury,,,F2ED0B24,5B918D3B,257B9E02,3E45D64A,12115C03,6BF911A6,98C2A010,98614A51,723D7CA1,1,13,20,30,38,43,30,38,43,1,7,
08A85240,-1587782606,4040,normal,0,Zafar Malayev,Zafar Malayev,,,744A5172,C4A27FCF,73B38CDF,B63CCAB3,4F6A7665,6BF911A6,0EE88AB5,84A38F0E,E40D7BD6,1,13,20,30,38,43,30,38,43,1,10,
08A8DD0D,-1587752065,580,normal,0,Des Ainer,Des Ainer,,,5778826C,9B73B543,35E6E379,EE997908,6CFB4F3A,723D7CA1,6B2CDC4C,43BD3A61,47981F48,1,13,20,30,38,43,30,38,43,4,4,
08AB98C2,-1587571024,5329,normal,0,Cocoa Bounce,Cocoa Bounce,,,5778826C,9B73B543,9BD05F02,35E6E379,7670BFA2,47981F48,B7273F0A,6CFB4F3A,723D7CA1,1,13,20,30,38,43,30,38,43,3,12,
08BD034B,-1589048007,3431,normal,0,Vicente Olsean,Vicente Olsean,,,455C95D2,0DD16BC6,7E7CB2C5,E69B54E0,CF94147C,723D7CA1,F41CA91F,E2F3F24A,D1A8183F,1,13,20,30,38,43,30,38,43,0,7,
08CF3FEF,-1589956195,5060,normal,0,Milton Bindings,Milton Bindings,,,D1DFD83A,B435C018,ACBA9D03,CEB95504,013D342B,47981F48,74C7F5E8,8B4D2279,6BF911A6,1,13,20,30,38,43,30,38,43,5,10,
08D4230D,-1591726721,5409,normal,0,Castor Fatica,Castor Fatica,,,53BDEE08,36F41C6B,2ED8AB31,1A037C63,7C5D21A8,47981F48,7A9CE04F,683E235E,E40D7BD6,1,13,20,30,38,43,30,38,43,0,2,
08DE01D2,10347248,0,normal,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,
08E022E6,-1592513388,2003,normal,0,Belal,Belial,,,53BDEE08,028C2178,9CB42BBD,B4962A59,D6AEF1B7,47981F48,FA628256,B7273F0A,723D7CA1,1,13,20,30,38,43,30,38,43,0,8,
08EBFAB0,-1591741246,1201,normal,0,Cosimo Beck,Cosimo Beck,,,122F1F50,40AFC573,4CDB6336,AB6D0E75,3F4DA9DC,E40D7BD6,5320471A,7B395517,6BF911A6,1,13,20,30,38,43,30,38,43,4,1,
08F175C1,-1299410285,2,normal,0,Nathan Swift,Nathan Swift,,,16499975,8739843C,7BB1A137,446AA917,,,,,,1,13,20,30,0,0,0,0,0,5,6,
0922C79C,-1596536338,2719,normal,0,Cole Ebony,Cole Ebony,,,90EEC323,7670BFA2,63B6080C,7A3F0A0E,BD0AA100,47981F48,603C0EB6,A36F239D,723D7CA1,1,13,20,30,38,43,30,38,43,0,6,
09299087,-1596088587,1192,normal,0,Lee Bamboo,Lee Bamboo,,,D1DFD83A,44C94356,32929A4E,9B73B543,B7273F0A,47981F48,220FE735,EE997908,723D7CA1,1,13,20,30,38,43,30,38,43,5,10,
09331FF6,-1286670172,12,normal,0,William Glass,William Glass,,,744A5172,E628B329,,,,,,,,1,13,0,0,0,0,0,0,0,5,7,
0941C085,-1598697737,4820,normal,0,Buzzard Al-Sahma,Buzzard Al-Sahma,,,94884506,BD0AA100,4084DB12,98C2A010,1289A5AB,E40D7BD6,1289A5AB,3D6C3AB1,47981F48,1,13,20,30,38,43,30,38,43,4,10,
09466C04,-1598922122,2454,normal,0,Davin Bullock,Davin Bullock,,,94884506,41E8D758,73006B16,3D6C3AB1,AB6D0E75,E40D7BD6,FD16FB61,2B936C6C,6BF911A6,1,13,20,30,38,43,30,38,43,4,7,
094776DD,-1598850897,5761,normal,0,Ivar Trialton,Ivar Trialton,,,5778826C,ACBA9D03,2ED8AB31,B341B92F,D59710C4,47981F48,EC052D23,180A76C8,723D7CA1,1,13,20,30,38,43,30,38,43,1,4,
09532D9F,936881403,150,hero,5,Byron Love,Byron Love,,,6AA27775,6B8F360D,ABDEE9BC,ABDEE9BC,6B8F360D,723D7CA1,,,,1,13,20,30,38,43,0,0,0,3,1,52A28B54
09550DBD,-1600060465,2078,normal,0,Gerald Gerund,Gerald Gerund,,,122F1F50,8A455DEF,F5A73140,3F4DA9DC,BE9E8ABD,D1A8183F,6305EFC5,683E235E,E40D7BD6,1,13,20,30,38,43,30,38,43,1,9,
09576EB3,-1599905599,2780,normal,0,Hamish Voracio,Hamish Voracio,,,046D8ECB,49334E2A,AF8D5CFF,BD0AA100,CF94147C,E40D7BD6,681B1DB0,A3C2E953,D1A8183F,1,13,20,30,38,43,30,38,43,1,7,
0966300A,-1601028488,5825,normal,0,Xavier Schiller,Xavier Schiller,,,B3DC103D,67CD2489,26FC3F90,2ABE2D14,93C27F62,6BF911A6,44C94356,979FEAAE,47981F48,1,13,20,30,38,43,30,38,43,4,6,
096A3877,-1600244219,4030,normal,0,Aleksei Karimov,Aleksei Karimov,,,860FB8F9,08AF9FFD,A5A0C2F5,2DEF6ACD,B52DB206,D1A8183F,0EE88AB5,25E367AA,723D7CA1,1,13,20,30,38,43,30,38,43,2,1,
096AB73A,-1600210616,590,normal,0,Loughrey Mose,Loughrey Mose,,,744A5172,2234F4DC,DFAA8346,2319B5A4,FD16FB61,6BF911A6,E9ED003F,B3E2536E,723D7CA1,1,13,20,30,38,43,30,38,43,2,9,
