# Con que busto se dibuja cada personaje debajo de la cara (NOTAS O-148, O-154).
# cuerpo = fichero de 10_icon_chr/uniform/<cuerpo>_l.png, ya en su talla.
# complexion = cuerpo base 3D (c000101..c000401); tipo_cuerpo = 0-7, lo que usa
# el filtro de cuerpo del juego; origen = camiseta / portero / propia / respaldo.
# Lo genera herramientas/construir_cuerpos.py.
identidad,cuerpo,complexion,tipo_cuerpo,origen
1620192C,u042207_20_00,c000401,6,camiseta
162A8481,u117406_10_00,c000401,5,camiseta
16324AB6,u117406_10_00,c000401,5,camiseta
1648124F,u061301_10_00,c000101,0,camiseta
16553F4E,u030701_10_00,c000101,0,camiseta
165BB62A,u071705_10_00,c000301,4,camiseta
165EE718,u117402_10_00,c000101,1,camiseta
1665D364,u080101_20_00,c000101,0,camiseta
1668698A,u117406_10_00,c000401,5,camiseta
1678B569,u115101_10_00,c000101,1,camiseta
1685FE17,u117405_10_00,c000301,4,camiseta
16879D19,u117406_10_00,c000401,5,camiseta
16A585D2,u117401_10_00,c000101,0,camiseta
16B38033,u010101_10_00,c000101,0,camiseta
16BA4490,u117401_10_00,c000101,0,camiseta
16BACBDD,u060801_10_00,c000101,0,camiseta
16F23436,u041805_10_00,c000301,4,camiseta
16F9632D,u020201_10_00,c000101,0,camiseta
1717498B,u115107_10_00,c000401,6,camiseta
17305E01,u041801_10_00,c000101,0,camiseta
173B091A,u020205_10_00,c000301,4,camiseta
1745F72E,u117403_10_00,c000201,2,camiseta
17479420,u117405_10_00,c000301,4,camiseta
1767EFE5,u117405_10_00,c000301,4,camiseta
176AE34C,u050101_10_00,c000101,0,camiseta
17782EA7,u117406_10_00,c000401,5,camiseta
178A7878,u061301_10_00,c000101,0,camiseta
17975579,u030701_10_00,c000101,0,camiseta
1799DC1D,u071701_10_00,c000101,0,camiseta
179C8D2F,u117403_10_00,c000201,2,camiseta
17A0D965,u071601_10_00,c000101,0,camiseta
17AA03BD,u117407_10_00,c000401,6,camiseta
17B5C2FF,u040301_10_00,c000101,0,camiseta
17C208DE,u117405_10_00,c000301,4,camiseta
17D3FF18,u110605_10_00,c000301,4,camiseta
17D45399,u080201_10_00,c000101,0,camiseta
17DFAA92,u117401_10_00,c000101,0,camiseta
17E2731B,u045305_10_00,c000301,4,camiseta
17E8EEB6,u117402_10_00,c000101,1,camiseta
17ED56E1,u080703_10_00,c000201,2,camiseta
17F02081,u117405_10_00,c000301,4,camiseta
1803A472,u11180500,c000301,4,propia
180BFD66,u050701_10_00,c000101,0,camiseta
18133351,u117401_10_00,c000101,0,camiseta
1813BC1C,u040207_10_00,c000401,6,respaldo_equipo
1839D539,u117402_10_00,c000101,1,camiseta
184102B9,u115103_10_00,c000201,2,camiseta
18466EF6,u031203_10_00,c000201,2,camiseta
185B43F7,u061105_10_00,c000301,4,camiseta
185BCCBA,u117405_10_00,c000301,4,camiseta
18661533,u117403_10_00,c000201,2,camiseta
1883F340,u117405_10_00,c000301,4,camiseta
1885B42A,u110702_10_00,c000101,1,camiseta
18904E23,u11600030,c000301,7,propia
18B4B764,u031903_10_00,c000201,2,camiseta
18B6D46A,u117402_10_00,c000101,1,camiseta
18BB1DD3,u080602_10_00,c000101,1,camiseta
18BF6F32,u117401_10_00,c000101,0,camiseta
18EC946C,u115106_10_00,c000401,5,camiseta
18FC488F,u010206_10_00,c000401,5,camiseta
18FEC374,u010151_10_00,c000101,0,portero
192EFE5B,u115105_10_00,c000301,4,camiseta
193E22B8,u010257_10_00,c000401,6,portero
19419977,u117401_10_00,c000101,0,camiseta
19514594,u115101_10_00,c000101,0,camiseta
1974BE5D,u117406_10_00,c000401,5,camiseta
197977E4,u080605_10_00,c000301,4,camiseta
197D0505,u117403_10_00,c000201,2,camiseta
198404C1,u031205_10_00,c000301,4,camiseta
199929C0,u061101_10_00,c000101,0,camiseta
1999A68D,u117401_10_00,c000101,0,camiseta
19A47F04,u117401_10_00,c000101,0,camiseta
19A53AFF,u02029500,c000101,1,propia
19A69347,u041301_10_00,c000101,0,camiseta
19B152F0,u112201_10_00,c000101,0,camiseta
19B62C9E,u050605_10_00,c000301,4,camiseta
19C99751,u050701_10_00,c000101,0,camiseta
19D15966,u117406_10_00,c000401,5,camiseta
19D1D62B,u040205_10_00,c000301,4,camiseta
19FBBF0E,u117406_10_00,c000401,5,camiseta
1A1D72E3,u117405_10_00,c000301,4,camiseta
1A1E372C,u115108_10_00,c000301,7,camiseta
1A20AB6A,u117401_10_00,c000101,0,camiseta
1A224729,u041401_10_00,c000101,0,camiseta
1A291032,u021705_10_00,c000301,4,camiseta
1A35869E,u112201_10_00,c000101,0,camiseta
1A3D866B,u117403_10_00,c000201,2,camiseta
1A550245,u040505_10_00,c000301,4,camiseta
1A558D08,u117402_10_00,c000101,1,camiseta
1A957CC5,u010105_10_00,c000301,4,camiseta
1AA7DBD7,u041102_10_00,c000101,1,camiseta
1AA952C4,u050101_10_00,c000101,0,respaldo_equipo
1AAC8CCC,u020806_10_00,c000401,5,camiseta
1AB1A1CD,u070201_10_00,c000101,0,camiseta
1ABA799B,u117405_10_00,c000301,4,camiseta
1ABAF6D6,u010101_10_00,c000101,0,camiseta
1AC02162,u051156_10_00,c000401,5,portero
1AC0B949,u06039010,c000301,4,propia
1AC52B31,u030903_10_00,c000201,2,camiseta
1AC54D19,u117405_10_00,c000301,4,camiseta
1ACB4E47,u020403_10_00,c000201,2,camiseta
1AD011F6,u117402_10_00,c000101,1,camiseta
1AEFAB71,u117401_10_00,c000101,0,camiseta
1AF06A33,u117405_10_00,c000301,4,camiseta
1AF9D16B,u117402_10_00,c000101,1,camiseta
1B024B55,u051101_10_00,c000101,0,camiseta
1B07272E,u117407_10_00,c000401,6,camiseta
1B074106,u030901_10_00,c000101,0,camiseta
1B0E7001,u115101_10_00,c000101,0,camiseta
1B127BC1,u117401_10_00,c000101,0,camiseta
1B2DC146,u117401_10_00,c000101,0,camiseta
1B30630A,u032301_10_00,c000101,0,camiseta
1B320004,u117403_10_00,c000201,2,camiseta
1B39E8FF,u111201_10_00,c000101,0,camiseta
1B3BBB5C,u117401_10_00,c000101,0,camiseta
1B4B18EC,u11010050,c000101,0,propia
1B51A537,u11010070,c000401,6,propia
1B6EE6FB,u020806_10_00,c000401,5,camiseta
1B73CBFA,u070205_10_00,c000301,4,camiseta
1B789CE1,u010101_10_00,c000101,0,camiseta
1B81D74A,u050701_10_00,c000101,0,respaldo_equipo
1B976872,u040503_10_00,c000201,2,camiseta
1B97E73F,u117402_10_00,c000101,1,camiseta
1B9F46E8,u010102_10_00,c000101,1,respaldo_generico
1BDF18D4,u117405_10_00,c000301,4,camiseta
1BE2C15D,u117403_10_00,c000201,2,camiseta
1BFFEC5C,u117403_10_00,c000201,2,camiseta
1C0208C2,u081503_10_00,c000201,2,camiseta
1C0E8FF2,u117405_10_00,c000301,4,camiseta
1C100B4B,u021806_20_00,c000401,5,camiseta
1C24E6D7,u060901_10_00,c000101,0,camiseta
1C321380,u117407_10_00,c000401,6,camiseta
1C36A471,u050102_10_00,c000101,1,camiseta
1C39CBD6,u031303_10_00,c000201,2,camiseta
1C3BA8D8,u117401_10_00,c000101,0,camiseta
1C4284C2,u117701_10_00,c000101,0,camiseta
1C71343D,u010301_10_00,c000101,0,camiseta
1C794EF4,u112506_10_00,c000401,5,camiseta
1C8681D4,u052005_10_00,c000301,4,camiseta
1C8E4FDA,u111001_10_00,c000101,0,camiseta
1C9E4FE3,u117403_10_00,c000201,2,camiseta
1C9EC0AE,u040901_10_00,c000101,0,camiseta
1CB0E623,u081101_10_00,c000101,0,camiseta
1CB9D724,u115101_10_00,c000101,0,camiseta
1CD63F45,u061206_10_00,c000401,5,camiseta
1CD6B008,u117401_10_00,c000101,0,camiseta
1CDEC1E6,u117403_10_00,c000201,2,camiseta
1CEA2C7A,u117403_10_00,c000201,2,camiseta
1CEB6981,u117406_10_00,c000401,5,camiseta
1D025A57,u010101_10_00,c000101,0,camiseta
1D14DA3F,u117407_10_00,c000401,6,camiseta
1D1CABD1,u117405_10_00,c000301,4,camiseta
1D20B8EE,u021501_10_00,c000101,0,camiseta
1D2903B6,u117407_10_00,c000401,6,camiseta
1D4C25ED,u111001_10_00,c000101,0,camiseta
1D4D3F34,u010201_10_00,c000101,0,camiseta
1D5C25D4,u117402_10_00,c000101,1,camiseta
1D5CAA99,u040901_10_00,c000101,0,camiseta
1D728C14,u081106_10_00,c000401,5,camiseta
1D852AEA,u010107_10_00,c000401,6,camiseta
1DA99009,u115101_10_00,c000101,1,camiseta
1DB35E0A,u010306_10_00,c000401,5,camiseta
1DBB24C3,u112501_10_00,c000101,0,camiseta
1DC062F5,u117401_10_00,c000101,0,camiseta
1DC1EF36,u11808090,c000301,4,propia
1DCCE5C5,u117407_10_00,c000401,6,camiseta
1DCF6E5D,u050701_10_00,c000101,0,respaldo_equipo
1DF079B7,u117401_10_00,c000101,0,camiseta
1DF9C2EF,u117401_10_00,c000101,0,camiseta
1E0A53ED,u117401_10_00,c000101,0,camiseta
1E15FC8A,u040101_10_00,c000101,0,camiseta
1E16EDA2,u050601_10_00,c000101,0,respaldo_equipo
1E180077,u05024620,c000301,4,propia
1E186ADB,u020905_10_00,c000301,4,camiseta
1E34CFAB,u115101_10_00,c000101,0,camiseta
1E378A64,u010403_10_00,c000201,2,camiseta
1E4831AB,u117405_10_00,c000301,4,camiseta
1E5F0E4A,u117407_10_00,c000401,6,camiseta
1E74ADD9,u117407_10_00,c000401,6,camiseta
1E7D1681,u117406_10_00,c000401,5,camiseta
1E82459C,u070801_10_00,c000101,0,camiseta
1E86744B,u117402_10_00,c000101,1,camiseta
1E900E51,u117401_10_00,c000101,0,camiseta
1E987FBF,u040101_10_00,c000101,0,camiseta
1E99597E,u115103_10_00,c000201,2,camiseta
1EA46C80,u021406_10_00,c000401,5,camiseta
1EAC9223,u117405_10_00,c000301,4,camiseta
1EADD7D8,u117402_10_00,c000101,1,camiseta
1EAF3B9B,u041503_10_00,c000201,2,camiseta
1EBF8442,u050405_10_00,c000301,4,camiseta
1EC03F8D,u050605_10_00,c000301,4,camiseta
1EC553F6,u117407_10_00,c000401,6,camiseta
1ED87EF7,u040101_10_00,c000101,0,camiseta
1ED8F1BA,u117405_10_00,c000301,4,camiseta
1EE6E2B1,u115103_10_00,c000201,2,camiseta
1EEA41CE,u11806020,c000301,4,propia
1EEAD9E5,u117405_10_00,c000301,4,camiseta
1EF07938,u110504_10_00,c000201,3,camiseta
1F0255BA,u040101_10_00,c000101,0,camiseta
1F0739C1,u117407_10_00,c000401,6,camiseta
1F0A0CAE,u111803_10_00,c000201,2,camiseta
1F0CBAF6,u080401_10_00,c000101,0,camiseta
1F1A14C0,u040107_10_00,c000401,6,camiseta
1F1A9B8D,u117406_10_00,c000401,5,camiseta
1F248886,u115103_10_00,c000201,2,camiseta
1F28B3D2,u117402_10_00,c000101,1,camiseta
1F32130F,u110501_10_00,c000101,0,camiseta
1F441E7C,u117401_10_00,c000101,0,camiseta
1F526466,u117401_10_00,c000101,0,camiseta
1F5A1588,u117405_10_00,c000301,4,camiseta
1F6EF814,u117401_10_00,c000101,0,camiseta
1F6FBDEF,u117405_10_00,c000301,4,camiseta
1F7E2CB6,u041501_10_00,c000101,0,respaldo_equipo
1F86DCAC,u11908020,c000401,6,propia
1F8A5B9C,u117405_10_00,c000301,4,camiseta
1F9D647D,u117403_10_00,c000201,2,camiseta
1FB2701F,u050101_10_00,c000101,0,camiseta
1FB6C7EE,u117402_10_00,c000101,1,camiseta
1FBD1FB8,u031403_10_00,c000201,2,camiseta
1FBF7CB6,u117401_10_00,c000101,0,camiseta
1FC839DA,u117401_10_00,c000101,0,camiseta
1FEDC213,u115101_10_00,c000101,1,camiseta
1FF5E053,u010403_10_00,c000201,2,camiseta
20015AA0,u117401_10_00,c000101,0,camiseta
201CF8EC,u032201_10_00,c000101,0,camiseta
202C0C5D,u111104_10_00,c000201,3,camiseta
202D1684,u110901_10_00,c000101,0,camiseta
203C8329,u117401_10_00,c000101,0,camiseta
204217B1,u051301_10_00,c000101,0,camiseta
20427D1D,u020401_10_00,c000101,0,camiseta
2049A54B,u031507_10_00,c000401,6,camiseta
204BC645,u117401_10_00,c000101,0,camiseta
2054884A,u117401_10_00,c000101,0,camiseta
206065D6,u117405_10_00,c000301,4,camiseta
20895486,u117401_10_00,c000101,0,camiseta
20919AB1,u117402_10_00,c000101,1,camiseta
20996412,u117403_10_00,c000201,2,camiseta
209B996D,u011001_10_00,c000101,0,camiseta
20A6DE95,u117401_10_00,c000101,0,camiseta
20AE2036,u117406_10_00,c000401,5,camiseta
20B91FD7,u117407_10_00,c000401,6,camiseta
20C9B9B9,u115104_10_00,c000201,3,camiseta
20D377BA,u117405_10_00,c000301,4,camiseta
20E5F928,u117402_10_00,c000101,1,camiseta
20EE217E,u031105_10_00,c000301,4,camiseta
21111D8D,u117405_10_00,c000301,4,camiseta
2127931F,u117401_10_00,c000101,0,camiseta
212C4B49,u031106_10_00,c000401,5,camiseta
214B3EB1,u117404_10_00,c000201,3,camiseta
2150D673,u117403_10_00,c000201,2,camiseta
2153F086,u117402_10_00,c000101,1,camiseta
215B0E25,u117405_10_00,c000301,4,camiseta
2164B4A2,u117401_10_00,c000101,0,camiseta
216C4A01,u117401_10_00,c000101,0,camiseta
217B75E0,u117405_10_00,c000301,4,camiseta
2180172A,u020403_10_00,c000201,2,camiseta
2189AC72,u117402_10_00,c000101,1,camiseta
218B4031,u041901_10_00,c000101,0,camiseta
219A985B,u010201_10_00,c000101,0,camiseta
21A20FE1,u117401_10_00,c000101,0,camiseta
21A4456F,u070101_10_00,c000101,0,camiseta
21C33097,u117401_10_00,c000101,0,camiseta
21C3BFDA,u060401_10_00,c000101,0,camiseta
21CAE110,u010105_10_00,c000301,4,respaldo_generico
21D0CF93,u081001_10_00,c000101,0,camiseta
21D9FE94,u115108_10_00,c000301,7,camiseta
21DE92DB,u032201_10_00,c000101,0,camiseta
21EE666A,u111102_10_00,c000101,1,camiseta
21FEE91E,u117403_10_00,c000201,2,camiseta
2204C344,u020505_10_00,c000301,4,camiseta
220D781C,u117403_10_00,c000201,2,camiseta
220F945F,u042001_10_00,c000101,0,camiseta
2220061B,u020205_10_00,c000301,4,camiseta
22476BB4,u060605_10_00,c000301,4,camiseta
2247E4F9,u117406_10_00,c000401,5,camiseta
224B63C9,u11907050,c000201,2,propia
22523ABF,u110408_10_00,c000301,7,camiseta
22686EEA,u050901_10_00,c000101,0,camiseta
226A251E,u020202_10_00,c000101,1,camiseta
226C9346,u080501_10_00,c000101,0,camiseta
227A3D70,u117405_10_00,c000301,4,camiseta
228DEBA3,u115101_10_00,c000101,0,camiseta
2295C9E3,u117406_10_00,c000401,5,camiseta
229AB778,u050751_10_00,c000101,0,portero
22A34771,u117401_10_00,c000101,0,camiseta
22A89F27,u030906_10_00,c000401,5,camiseta
22B53D6B,u117407_10_00,c000401,6,camiseta
22CFEADF,u117402_10_00,c000101,1,camiseta
22D4021D,u020602_10_00,c000101,1,camiseta
22D724E8,u117403_10_00,c000201,2,camiseta
22DEC83F,u010102_10_00,c000101,1,respaldo_generico
22E060CC,u117401_10_00,c000101,0,camiseta
22E89E6F,u117401_10_00,c000101,0,camiseta
22F7699C,u041701_10_00,c000101,0,respaldo_equipo
22FD4DCD,u040601_10_00,c000101,0,camiseta
230D80E8,u117401_10_00,c000101,0,camiseta
23154EDF,u117405_10_00,c000301,4,camiseta
231DB07C,u032105_10_00,c000301,4,camiseta
23220AFB,u117401_10_00,c000101,0,camiseta
232AF458,u117403_10_00,c000201,2,camiseta
233470E1,u021501_10_00,c000101,0,camiseta
233F27FA,u040601_10_00,c000101,0,camiseta
2354815B,u021203_10_00,c000201,2,camiseta
2357A3D4,u117407_10_00,c000401,6,camiseta
2358DD4F,u050701_10_00,c000101,0,camiseta
23612D46,u117402_10_00,c000101,1,camiseta
2364D78D,u11010060,c000101,1,propia
236AF510,u030907_10_00,c000401,6,camiseta
2377575C,u117407_10_00,c000401,6,camiseta
23858ECE,u117405_10_00,c000301,4,camiseta
2386CB01,u115101_10_00,c000101,1,camiseta
23905088,u115107_10_00,c000401,6,camiseta
239DAC8E,u115108_10_00,c000301,7,camiseta
23AA04DD,u050905_10_00,c000301,4,camiseta
23B85747,u117401_10_00,c000101,0,camiseta
23C6A973,u020507_10_00,c000401,6,camiseta
23CD7125,u031601_10_00,c000101,0,camiseta
23CE58E4,u040301_10_00,c000101,0,respaldo_equipo
23CF122B,u117401_10_00,c000101,0,camiseta
23DC2602,u010151_10_00,c000101,0,portero
23E26C2C,u020201_10_00,c000101,0,camiseta
23F970CE,u117203_10_00,c000201,2,camiseta
23FA933B,u11600010,c000101,0,propia
24042834,u117401_10_00,c000101,0,camiseta
24167BAE,u042201_20_00,c000101,0,camiseta
241CE603,u117405_10_00,c000301,4,camiseta
24235C84,u117407_10_00,c000401,6,camiseta
24272517,u021002_10_00,c000101,1,camiseta
242BA227,u117407_10_00,c000401,6,camiseta
24316C24,u115101_10_00,c000101,0,camiseta
2436006B,u117405_10_00,c000301,4,camiseta
24490C3D,u080101_20_00,c000101,0,camiseta
244ED7EB,u115101_10_00,c000101,1,camiseta
245E0B08,u117406_10_00,c000401,5,camiseta
24635DCC,u030703_10_00,c000201,2,camiseta
2468859A,u117407_10_00,c000401,6,camiseta
246DD4A8,u071701_10_00,c000101,0,camiseta
247E70CD,u061301_10_00,c000101,0,camiseta
2484F568,u071001_10_00,c000101,0,camiseta
248C2612,u117401_10_00,c000101,0,camiseta
248CA95F,u060802_10_00,c000101,1,camiseta
248EB5AA,u070205_10_00,c000301,4,camiseta
24B1FF9B,u117401_10_00,c000101,0,camiseta
24C6BAF7,u117405_10_00,c000301,4,camiseta
24CF01AF,u020201_10_00,c000101,0,camiseta
24DFD4DA,u040101_10_00,c000101,0,camiseta
24E1C617,u010101_10_00,,,respaldo_generico
24F07F94,u080101_10_00,c000101,0,camiseta
2504D0C0,u117405_10_00,c000301,4,camiseta
25063C83,u041801_10_00,c000101,0,camiseta
250D6B98,u020203_10_00,c000201,2,camiseta
25212B09,u115108_10_00,c000301,7,camiseta
2522046A,u061705_10_00,c000301,4,camiseta
252A4AD0,u050701_10_00,c000101,0,respaldo_equipo
25463C15,u050101_10_00,c000101,0,camiseta
254E4C25,u117401_10_00,c000101,0,camiseta
254EC368,u060801_10_00,c000101,0,camiseta
25638DC2,u11190500,c000201,3,propia
257395AC,u117407_10_00,c000401,6,camiseta
259C613F,u117401_10_00,c000101,0,camiseta
25A137FB,u030703_10_00,c000201,2,camiseta
25AAEFAD,u117401_10_00,c000101,0,camiseta
25AFBE9F,u071701_10_00,c000101,0,camiseta
25C64203,u117402_10_00,c000101,1,camiseta
25D41199,u045305_10_00,c000301,4,camiseta
25D6FDDA,u045601_10_00,c000101,0,camiseta
25DB3463,u080706_10_00,c000401,5,camiseta
25DDAAC1,u020903_10_00,c000201,2,camiseta
25DE8C34,u117406_10_00,c000401,5,camiseta
25E136B3,u117405_10_00,c000301,4,camiseta
25E59D9A,u110605_10_00,c000301,4,camiseta
25E9C810,u117406_10_00,c000401,5,camiseta
25F46A5C,u117402_10_00,c000101,1,camiseta
26059850,u117403_10_00,c000201,2,camiseta
260C33A3,u010201_10_00,c000101,0,camiseta
260F257E,u080101_10_00,c000101,0,camiseta
2613E24A,u070301_10_00,c000101,0,camiseta
2618B551,u117401_10_00,c000101,0,camiseta
26208E30,u040101_10_00,c000101,0,camiseta
2625E395,u030806_10_00,c000401,5,camiseta
262E3BC3,u117401_10_00,c000101,0,camiseta
2642966D,u117402_10_00,c000101,1,camiseta
2650C5F7,u117401_10_00,c000101,0,camiseta
265229B4,u040402_10_00,c000101,1,camiseta
26597EAF,u021301_10_00,c000101,0,camiseta
2659C14F,u111302_10_00,c000101,1,camiseta
265A585A,u117401_10_00,c000101,0,camiseta
2665E2DD,u117407_10_00,c000401,6,camiseta
266768B6,u081205_10_00,c000301,4,camiseta
2669E9F2,u11010010,c000101,0,propia
266D1C7E,u117401_10_00,c000101,0,camiseta
266E59B1,u115105_10_00,c000301,4,camiseta
268004AE,u117402_10_00,c000101,1,camiseta
2682E8ED,u041701_10_00,c000101,0,camiseta
2689BFF6,u020101_10_00,c000101,0,camiseta
269FC5EC,u010501_10_00,c000101,0,camiseta
26A07F6B,u030601_10_00,c000101,0,camiseta
26BC74AB,u115105_10_00,c000301,4,camiseta
26CA1706,u060701_10_00,c000101,0,camiseta
26CA984B,u117401_10_00,c000101,0,camiseta
26DCE251,u117403_10_00,c000201,2,camiseta
26E07E23,u117407_10_00,c000401,6,camiseta
26F741C2,u117401_10_00,c000101,0,camiseta
27087D31,u060706_10_00,c000401,5,camiseta
2708F27C,u117405_10_00,c000301,4,camiseta
271E8866,u117402_10_00,c000101,1,camiseta
27221414,u117405_10_00,c000301,4,camiseta
27317A44,u041001_10_00,c000101,0,respaldo_equipo
27352BF5,u117405_10_00,c000301,4,camiseta
27426E99,u117406_10_00,c000401,5,camiseta
274BD5C1,u020106_10_00,c000401,5,camiseta
2755AF2E,u112302_10_00,c000101,1,camiseta
277225C8,u051601_10_00,c000101,0,camiseta
2772BDE3,u11805010,c000101,1,propia
277E1E9C,u115104_10_00,c000201,3,camiseta
2780FC5A,u117401_10_00,c000101,0,camiseta
2792AFC0,u117403_10_00,c000201,2,camiseta
2798326D,u117401_10_00,c000101,0,camiseta
27A3F179,u117405_10_00,c000301,4,camiseta
27A50281,u081205_10_00,c000301,4,camiseta
27A788EA,u117406_10_00,c000401,5,camiseta
27AC3386,u115101_10_00,c000101,1,camiseta
27AF7649,u117405_10_00,c000301,4,camiseta
27C7F267,u117402_10_00,c000101,1,camiseta
27D1887D,u070305_10_00,c000301,4,camiseta
27E789A2,u030801_10_00,c000101,0,camiseta
27EC51F4,u117401_10_00,c000101,0,camiseta
280BE4E9,u117401_10_00,c000101,0,camiseta
2816C9E8,u117406_10_00,c000401,5,camiseta
282B1061,u117401_10_00,c000101,0,camiseta
28333221,u115103_10_00,c000201,2,camiseta
28618C84,u117401_10_00,c000101,0,camiseta
286360C7,u040506_10_00,c000401,5,camiseta
2863EF8A,u117405_10_00,c000301,4,camiseta
28685D70,u050201_10_00,c000101,0,camiseta
2873EFB3,u11100500,c000301,7,propia
2887C34F,u070256_10_00,c000401,5,portero
288C1B19,u06037410,c000101,1,propia
288C9454,u010101_10_00,c000101,0,camiseta
2891B955,u041105_10_00,c000301,4,camiseta
289AEE4E,u020803_10_00,c000201,2,camiseta
28B32ED3,u117405_10_00,c000301,4,camiseta
28B8F685,u117401_10_00,c000101,0,camiseta
28C46BBF,u032303_10_00,c000201,2,camiseta
28CDE04A,u111202_10_00,c000101,1,camiseta
28CFB3E9,u117401_10_00,c000101,0,camiseta
28D9C9F3,u117401_10_00,c000101,0,camiseta
28E11F3B,u115103_10_00,c000201,2,camiseta
28F32F9B,u117401_10_00,c000101,0,camiseta
28F349B3,u030955_10_00,c000301,4,portero
28F643E0,u051101_10_00,c000101,0,camiseta
29060188,u032305_10_00,c000301,4,camiseta
29068165,u051102_10_00,c000101,1,respaldo_equipo
290DD9DE,u117403_10_00,c000201,2,camiseta
290F8A7D,u111202_10_00,c000101,1,camiseta
291BA3C4,u117405_10_00,c000301,4,camiseta
2923750C,u115108_10_00,c000301,7,respaldo_equipo
29312384,u030901_10_00,c000101,0,camiseta
293145AC,u117405_10_00,c000301,4,camiseta
293429D7,u051102_10_00,c000101,1,camiseta
2934B1FC,u11803020,c000101,1,propia
29381283,u115103_10_00,c000201,2,camiseta
2945A978,u070205_10_00,c000301,4,camiseta
29588479,u020851_10_00,c000101,0,portero
29617470,u010105_10_00,c000301,4,camiseta
2967C7B5,u11010050,c000101,0,propia
297A9CB2,u117402_10_00,c000101,1,camiseta
297CAC00,u010203_10_00,c000201,2,camiseta
29A10AF0,u040501_10_00,c000101,0,camiseta
29A185BD,u117403_10_00,c000201,2,camiseta
29A3E6B3,u117406_10_00,c000401,5,camiseta
29A9C77C,u117401_10_00,c000101,0,camiseta
29B9001C,u010105_10_00,c000301,4,respaldo_generico
29C98EDE,u010105_10_00,c000301,4,camiseta
29D4A3DF,u117407_10_00,c000401,6,camiseta
29E97A56,u117405_10_00,c000301,4,camiseta
29EA3F99,u115105_10_00,c000301,4,camiseta
2A0FB7BB,u117407_10_00,c000401,6,camiseta
2A2551D3,u117405_10_00,c000301,4,camiseta
2A25DE9E,u040201_10_00,c000101,0,camiseta
2A2732DD,u117402_10_00,c000101,1,camiseta
2A300D3C,u117405_10_00,c000301,4,camiseta
2A3D9FE4,u050701_10_00,c000101,0,camiseta
2A42242B,u050605_10_00,c000301,4,camiseta
2A5077B1,u117405_10_00,c000301,4,camiseta
2A6D2175,u061106_10_00,c000401,5,camiseta
2A6DAE38,u117407_10_00,c000401,6,camiseta
2A700C74,u031205_10_00,c000301,4,camiseta
2A77603B,u115103_10_00,c000201,2,camiseta
2A82D5E6,u031901_10_00,c000101,0,camiseta
2A890DB0,u117401_10_00,c000101,0,camiseta
2A8D7F51,u080605_10_00,c000301,4,camiseta
2A924FC4,u040103_10_00,c000201,2,respaldo_equipo
2AA62CA1,u11600010,c000101,0,propia
2AA7A162,u115101_10_00,c000101,1,respaldo_equipo
2AB3D6A8,u110705_10_00,c000301,4,camiseta
2AB47A29,u080307_10_00,c000401,6,camiseta
2AB591C2,u117406_10_00,c000401,5,camiseta
2AC0F0D5,u010105_10_00,c000301,4,camiseta
2AC7D279,u021501_10_00,c000101,0,respaldo_equipo
2AD5EB4F,u117401_10_00,c000101,0,camiseta
2ADAF6EE,u115103_10_00,c000201,2,camiseta
2AFE48DC,u117407_10_00,c000401,6,camiseta
2B08403A,u010201_10_00,c000101,0,camiseta
2B178178,u117402_10_00,c000101,1,camiseta
2B189CD9,u115108_10_00,c000301,7,camiseta
2B37FABD,u030305_10_00,c000301,4,camiseta
2B3C22EB,u117401_10_00,c000101,0,camiseta
2B40BFD1,u031901_10_00,c000101,0,camiseta
2B4B6787,u117401_10_00,c000101,0,camiseta
2B4F1566,u080601_10_00,c000101,0,camiseta
2B644696,u11600110,c000201,2,propia
2B65CB55,u115105_10_00,c000301,4,camiseta
2B672716,u115101_10_00,c000101,1,camiseta
2B71BC9F,u110701_10_00,c000101,0,camiseta
2B77FBF5,u117405_10_00,c000301,4,camiseta
2B804E1C,u050651_10_00,c000101,0,portero
2B921D86,u117405_10_00,c000301,4,camiseta
2BAF4B42,u061101_10_00,c000101,0,camiseta
2BAFC40F,u117401_10_00,c000101,0,camiseta
2BB26643,u031206_10_00,c000401,5,camiseta
2BCDDD8C,u117406_10_00,c000401,5,camiseta
2BCFB366,u11050500,c000401,6,propia
2BE558EA,u117401_10_00,c000101,0,camiseta
2BE73BE4,u117405_10_00,c000301,4,camiseta
2BE7B4A9,u040203_10_00,c000201,2,camiseta
2BF2670B,u117401_10_00,c000101,0,camiseta
2C01E8E6,u010405_10_00,c000301,4,camiseta
2C23705E,u010107_10_00,c000401,6,respaldo_generico
2C2774C0,u050701_10_00,c000101,0,respaldo_equipo
2C2F3A7A,u11030010,c000101,0,propia
2C358A37,u117403_10_00,c000201,2,camiseta
