# Con que fila de stats-tabla.csv se busca cada personaje.
# El rango lo trae el personaje de fabrica y no cambia; la
# rareza de la partida entra como multiplicador (NOTAS O-114).
identidad,posicion,posicion_alt,patron,rango
9EFEF108,1,4,1,1
9F09DF2F,4,3,0,0
9F13112C,2,3,0,1
9F139E61,2,3,1,0
9F1A0464,3,2,1,0
9F1BEF8F,3,4,0,0
9F1DA8E5,4,1,1,1
9F2773FD,3,2,1,0
9F2CABAB,3,4,1,0
9F2EC8A5,4,3,0,0
9F3C9B3F,3,2,0,2
9F503691,3,1,1,0
9F5BEEC7,3,4,1,0
9F617D0E,3,2,1,1
9F6E8E98,4,3,0,2
9F7B9502,4,2,0,0
9F894C90,3,2,0,0
9F9B1F0A,4,3,0,0
9F9E7371,3,4,1,0
9FA1DBB4,3,4,0,2
9FB49519,3,4,1,0
9FC279F9,2,1,0,0
9FC656BA,3,2,0,2
9FCEDA86,2,3,0,0
9FFE09FC,2,3,1,0
A0085F4C,4,3,0,0
A008D001,4,3,0,1
A00AB30F,2,3,1,0
A02F48C6,3,4,0,0
A03AB2CF,3,2,1,0
A03BEDB6,2,3,0,2
A03F9425,1,4,0,0
A0402FEA,4,3,1,0
A040A0A7,4,3,0,0
A050F309,2,3,0,0
A0A48C62,4,3,0,1
A0AF5434,2,3,1,0
A0AFDB79,4,3,0,0
A0B27935,1,3,1,0
A0B79A03,2,3,1,3
A0CDB3E1,4,3,0,0
A0DA7256,4,2,0,0
A0DB37AD,2,3,0,0
A0E72492,1,3,1,0
A0E7ABDF,4,3,1,0
A0FA0993,3,1,1,0
A0FD65DC,3,2,0,0
A10A4BFB,2,3,1,2
A111A339,2,4,0,0
A1181861,4,3,0,0
A1195D9A,4,3,0,0
A11AF422,3,2,0,1
A1254EA5,3,2,1,0
A125C1E8,3,4,1,0
A13863A4,3,2,1,0
A16D3E03,1,4,0,0
A16DB14E,4,3,0,0
A1701302,4,3,0,0
A175F034,3,2,1,0
A18245DD,2,3,1,0
A182CA90,2,3,0,0
A192993E,4,3,0,0
A1A69573,3,2,0,0
A1B2FBFD,4,3,0,0
A1C16260,3,4,1,2
A1C1DD80,3,4,1,0
A1C8D938,3,2,1,0
A1CA357B,3,4,0,0
A1ED22F1,3,2,0,0
A1FDFE12,3,4,1,0
A2061EFE,3,2,0,0
A20691B3,3,4,1,0
A20EA728,3,4,1,1
A21BBCB2,4,3,0,0
A245B60E,3,4,0,1
A24C0D56,3,2,1,0
A24EE115,3,4,0,0
A253CC14,4,3,0,0
A25A9005,2,3,0,0
A26C7693,3,4,1,0
A2707D53,3,4,0,0
A2792A7C,2,4,1,0
A27A2DD4,3,4,1,1
A27D8155,4,3,0,1
A28E9F95,2,3,1,2
A2957757,4,3,0,3
A29CCC0F,3,2,0,0
A29D89F4,4,3,0,0
A29E204C,2,3,1,1
A2A11586,2,3,1,0
A2A19ACB,3,4,0,0
A2A25049,4,3,0,0
A2C991A8,3,2,0,0
A2E96520,4,3,1,0
A2E9EA6D,1,3,0,0
A30BFB9F,1,4,1,0
A32B0F17,4,3,0,0
A32B805A,1,4,0,0
A34BE7DE,2,3,0,0
A35EA638,4,3,0,0
A35FE3C3,1,3,0,0
A3637FB1,1,3,1,0
A363F0FC,1,3,1,0
A37B74BE,2,3,1,1
A386EE1A,2,1,0,1
A38C8B22,2,4,0,0
A38E6761,3,4,0,0
A391A623,3,2,1,0
A3AE1CA4,2,3,1,0
A3B21764,4,1,0,0
A3B847E3,4,2,0,0
A3BB404B,1,4,1,0
A3BF39D8,3,2,1,0
A3C474C9,1,3,1,0
A3C4FB84,4,3,1,0
A3D9D685,4,3,0,0
A405B041,4,3,0,0
A41870E9,2,3,1,5
A4222886,2,3,1,0
A42234DF,2,3,1,1
A422A7CB,4,3,1,0
A429F0D0,4,3,0,0
A431493F,4,1,0,1
A445897D,2,3,0,0
A4556DEA,3,4,1,0
A4564B1F,2,3,0,0
A4570EE4,1,3,1,0
A46AD76D,4,3,1,0
A47B6A3A,4,3,1,0
A485ACB3,3,4,1,0
A48F46C6,2,3,0,1
A49881B2,2,3,1,1
A4A1945A,1,3,1,4
A4A73B35,2,3,1,1
A4AC6C2E,3,2,1,1
A4B2E897,2,3,0,0
A4CC9D94,3,2,1,1
A4CD5358,4,2,1,0
A4CDDC15,1,3,0,0
A50F396F,1,2,1,0
A50FB622,4,3,0,0
A515F76C,4,3,0,0
A53CAA9D,3,4,1,2
A54749C9,1,3,1,0
A54C1ED2,3,4,1,0
A559B616,2,4,1,2
A57082A0,3,4,1,0
A575506F,1,3,1,2
A5873749,2,3,1,1
A5942128,1,4,0,0
A59564D3,3,2,0,0
A5978890,3,4,1,0
A59CDF8B,2,4,0,0
A5A8BD5A,1,4,1,0
A5AAAB6B,2,3,0,3
A5B9000D,4,2,0,2
A5C0A705,4,3,0,4
A5C4F515,2,3,1,4
A5D14DC5,2,4,0,5
A5D2F2C5,3,4,1,1
A5E042B1,2,3,1,0
A5E0CDFC,4,3,1,0
A5F32308,3,2,0,2
A5F48F89,3,2,1,0
A603E327,2,4,1,0
A6055CD8,3,4,0,0
A610F546,4,3,0,0
A611B0BD,2,3,1,0
A6135CFE,3,2,0,0
A6180BE5,2,3,0,1
A62C6934,3,4,1,0
A63A132E,1,3,1,0
A63C59A0,4,2,0,2
A641E25B,1,4,0,0
A648D35C,4,2,1,0
A649C985,3,1,0,0
A64F7FDD,3,4,0,0
A65626AB,2,3,1,0
A656BE80,4,3,1,0
A65A85D4,3,2,0,0
A6641992,3,4,0,0
A66496DF,2,4,0,0
A6757C9D,2,1,0,2
A688A8CE,3,4,0,0
A68B624C,2,3,1,0
A68BED01,1,4,1,0
A6A761B2,1,3,0,2
A6B87EF3,3,4,1,2
A6C8CABC,3,2,1,0
A6E3692F,3,4,0,0
A6F456CE,4,3,0,0
A70178DD,3,2,1,0
A70E177A,2,3,1,4
A7210318,4,3,0,0
A7254034,1,2,1,4
A7331A13,2,3,0,0
A7363CF9,2,3,0,0
A73BAFFF,2,3,1,5
A749087B,2,3,1,0
A7498736,4,3,1,1
A751A576,3,1,0,0
A75CA235,3,2,1,2
A78BA3B2,3,4,0,0
A78D15EA,3,1,1,0
A7944C9C,3,2,0,0
A79CA487,3,2,0,5
A7A673A5,4,3,1,0
A7A6FCE8,1,2,0,0
A7AD24BE,4,2,1,0
A7B50A4B,1,2,0,0
A7C736EF,4,3,1,0
A7D1B984,3,4,1,0
A7D29F71,4,2,1,0
A7D3DA8A,4,3,0,0
A7EE0303,1,3,0,0
A7F87919,1,4,0,0
A803A4FE,2,3,1,0
A80CD6E1,2,3,1,4
A8102AB4,1,4,1,0
A8155A8E,2,3,1,2
A8184DE2,3,2,0,5
A81BDDBA,4,1,1,1
A81C89CB,3,2,0,0
A8229AC0,3,2,1,0
A8294296,3,2,1,0
A83F388C,1,3,0,0
A857BCA2,4,3,0,0
A8635544,2,4,0,2
A86A652B,4,3,1,0
A86AEA66,2,3,1,0
A86F917B,2,3,0,0
A8704325,2,3,1,3
A870AB28,4,3,0,0
A8917DDD,3,4,1,0
A8B2D59C,4,3,1,0
A8CDE11E,1,3,0,0
A8DDE880,3,2,1,3
A8E26B0D,1,4,1,0
A8E34179,2,3,1,1
A8F03897,3,4,1,0
A8F25B99,2,4,1,0
A90F8B29,2,3,1,0
A914D684,1,3,1,1
A91934EF,4,1,0,2
A91F82B7,1,2,0,2
A920013A,2,3,1,1
A9212B4E,1,3,1,1
A928FF99,3,2,0,0
A93031AE,4,2,1,0
A930BEE3,3,4,0,1
A93252A0,2,3,1,0
A95317EA,2,3,1,1
A9544B42,3,2,1,1
A9737529,4,3,0,0
A995D695,3,4,0,0
A9A80F1C,2,3,1,0
A9A88051,2,3,1,0
A9AD6367,2,3,1,1
A9ADFB4C,4,1,1,0
A9B2C11F,2,3,0,0
A9BBA787,2,3,0,2
A9BE7506,4,2,0,0
A9C1CEC9,3,4,0,0
A9C5C501,2,3,0,3
A9D24083,3,4,1,0
A9D2D8A8,2,3,1,2
A9E0F0F7,2,4,1,0
A9EB28A1,3,2,0,0
A9FB7299,2,3,1,4
A9FD52BB,2,4,0,0
AA1102FB,1,4,1,0
AA2C543F,2,3,1,0
AA2CDB72,3,2,1,0
AA361571,4,1,0,0
AA43BC5E,3,2,0,0
AA642499,3,4,1,0
AA664797,3,2,1,0
AA6FFCCF,3,2,0,0
AA8B5F47,2,3,0,0
AA9BC1C3,2,3,1,3
AA9DBB2C,2,4,0,4
AAA4D554,2,3,1,1
AAAC2BF7,4,3,0,1
AAB46A8D,3,4,0,3
AAB4E5C0,1,4,1,0
AAB686CE,2,3,0,0
AAC32FE1,2,3,1,0
AAEF4B3F,3,2,0,2
AAF46BC5,2,3,1,1
AAF99CE4,2,4,1,3
AAFC1156,0,0,0,0
AB0145D6,4,3,0,0
AB0A12CD,4,2,1,0
AB2C3BD1,3,4,0,1
AB2D2108,3,2,0,1
AB3601F2,4,2,1,1
AB3BF6D3,3,2,0,0
AB493570,4,3,0,0
AB593CEE,3,4,1,3
AB66BF63,1,4,1,1
AB74ECF9,4,3,0,0
AB768FF7,2,3,0,0
AB7C996D,2,3,0,2
AB957319,4,2,1,1
ABA42DA0,3,4,1,0
ABA64EAE,3,4,1,0
ABAD96F8,1,4,0,0
ABD368CC,1,3,1,0
ABEE3E08,2,3,1,0
ABEEB145,4,2,1,0
ABF47F46,2,3,0,0
AC08ED0A,4,3,0,1
AC15C00B,1,3,1,0
AC1F2CBD,3,4,1,1
AC325E0F,4,3,1,2
AC36714C,2,3,0,0
AC3FA92E,1,3,1,0
AC409DAC,2,3,1,0
AC654EC9,1,3,0,0
AC6A7BC4,4,3,0,0
AC6F17BF,1,3,1,1
AC7D4425,4,3,0,0
AC7F272B,3,4,1,0
AC8F9DB7,3,4,1,0
ACA43E24,4,3,1,0
ACAFE672,3,4,1,0
ACB9856E,4,1,1,0
ACC8938A,4,3,1,1
ACD05DBD,2,3,1,0
ACD0A528,3,1,0,2
ACDAC010,3,4,0,0
ACE45C56,2,3,0,0
ACE71999,4,2,1,0
ACE796D4,3,4,1,0
ACFDD79A,4,1,0,0
ACFF3BD9,2,3,0,0
AD0AF9BD,4,3,1,1
AD12CF1F,3,4,0,2
AD18AA27,1,3,1,0
AD2573AE,2,3,0,0
AD25FCE3,2,3,1,0
AD263661,3,4,0,0
AD29F49E,4,3,0,1
AD2C66E6,3,4,0,0
AD3FBDAD,3,4,0,0
AD4DF780,4,3,0,0
AD58EC1A,3,2,0,2
AD665413,3,4,1,0
AD6D8C45,2,3,0,0
AD8278D6,2,3,1,1
AD82F79B,1,3,0,0
ADA5832B,3,4,0,0
ADA811F3,2,3,1,0
ADAD7D88,2,3,1,1
ADBADD14,4,3,0,0
ADBD4D1C,2,3,1,0
ADBDC251,2,3,1,0
ADBF2E12,1,3,1,0
ADCA873D,3,4,1,0
ADD7AA3C,4,3,0,1
ADDD468A,1,2,1,2
ADEF7CF4,4,3,0,0
ADF03438,4,3,0,1
ADF8B804,4,3,0,0
AE0623F5,3,4,1,0
AE06ACB8,2,3,1,0
AE29A9E6,2,3,1,1
AE39163F,2,4,1,0
AE399972,3,4,1,0
AE3BFA7C,3,4,1,0
AE4E5353,4,3,0,0
AE5992E4,1,2,1,2
AE74E056,2,3,0,0
AE96E3E4,1,3,0,0
AE9C7E49,1,3,1,0
AEA1288D,4,3,0,0
AEA1A7C0,4,2,1,0
AEAE93CA,1,3,0,0
AEBB69C3,2,3,0,0
AEBC058C,1,4,1,0
AEC4D20C,4,1,0,0
AED6639E,2,3,0,2
AEDD5F0D,4,3,0,4
AEE2807D,3,4,1,0
AEE4B0CF,4,3,0,2
AEE79D1D,4,2,0,2
AF02F281,3,2,0,0
AF06B83B,4,3,0,0
AF0720CB,2,3,0,0
AF09A59A,3,4,1,0
AF1AF255,2,3,1,2
AF20EA4A,4,3,1,0
AF2B321C,3,2,0,2
AF4C47E4,1,4,1,0
AF5489D3,2,3,1,0
AF5E147E,3,4,0,0
AF6342BA,4,3,1,0
AF63CDF7,4,3,0,0
AF6CF9FD,3,4,0,0
AF7903F4,3,2,0,0
AF7E6FBB,2,3,0,0
AF876E7F,4,2,1,1
AF8C3964,4,3,0,0
AF9BF8D3,3,4,1,1
AFAB2EEE,3,2,0,0
AFC449C2,2,4,1,0
AFEBC3D1,1,4,1,1
AFF9904B,4,3,1,0
AFFBF345,1,3,1,0
B00205AE,2,3,1,2
B004B3F6,4,2,0,1
B0069AEE,2,3,1,2
B014BA68,3,4,0,0
B017FFA7,4,3,0,0
B02963E1,3,4,0,0
B02972DD,2,3,1,4
B02B00EF,2,3,1,0
B02B8FA2,3,2,0,0
B033CED8,2,3,1,1
B03A1A0F,3,1,1,1
B03B307B,2,3,1,1
B04826AB,2,3,1,1
B0684468,4,1,0,0
B06B8EEA,2,3,1,3
B08EE7D4,3,4,0,0
B0A096C6,2,3,0,2
B0A54447,4,3,1,0
B0A9F05E,2,4,0,0
B0B33E5D,3,4,0,0
B0B3B110,2,3,1,0
B0B65226,4,3,0,1
B0B6CA0D,3,4,0,0
B0C971C2,3,4,0,0
B0DAFF88,2,3,0,0
B0DD6F1B,4,2,0,3
B0E663FA,2,3,1,0
B0F019E0,4,3,0,0
B100ECFB,4,3,1,1
B107B88A,3,4,0,0
B10E6BCF,3,2,1,2
B11895BF,3,2,1,0
B12409CD,1,4,0,0
B13273D7,4,3,1,0
B1376EB7,1,3,0,0
B139AB81,3,4,1,0
B14C8DE3,3,4,1,0
B16B9A69,3,4,0,0
B171546A,4,3,1,0
B171DB27,3,2,0,0
B174A03A,1,2,0,0
B18A4C9C,3,2,1,0
B195F7E2,3,4,0,1
B1A9E4DD,4,3,1,2
B1C06F99,3,4,1,2
B1D65F12,3,1,1,2
B1D6D05F,3,4,1,0
B1E96AD8,4,3,1,0
B1E9E595,2,3,1,2
B1EB09D6,4,2,0,0
B1F87038,4,3,1,1
B20E442C,1,3,1,0
B21A7497,4,3,0,0
B21F1932,2,3,1,5
B220C792,3,2,0,0
B22C1672,4,3,0,0
B22D30B3,2,3,1,2
B2361049,4,3,1,1
B2370A90,3,4,0,1
B2420DAF,3,4,1,0
B248CA32,3,1,0,0
B2520431,1,4,0,0
B2528B7C,1,3,1,3
B261D5AE,3,2,0,0
B26DBEB6,2,3,1,0
B26FDDB8,1,3,0,0
B28E4258,1,4,1,1
B2B55BF9,2,3,1,1
B2B6A7B9,2,3,1,0
B2BF1CE1,3,2,0,1
B2C8598D,2,3,1,0
B2EC7433,4,0,0,2
B2EF4E07,4,3,0,0
B2F50F49,2,4,1,0
B2F58004,4,2,1,0
B30A33BA,4,3,0,0
B32DAF34,3,2,0,3
B337657E,4,3,0,0
B337EA33,1,2,1,0
B3588D1F,3,4,0,0
B374CD8E,2,3,0,0
B37D76D6,3,2,0,0
B380F082,3,2,1,3
B3906E06,2,3,1,0
B390E14B,2,3,1,3
B3A5C21B,4,3,0,3
B3ADB78F,1,3,1,0
B3AF5BCC,3,2,1,3
B3AFD481,4,3,1,0
B3B71AB6,2,3,1,3
B3BFE415,2,3,1,3
B3D81EA0,3,4,0,0
B3E2ADA5,1,2,1,3
B3E5FA36,2,3,0,0
B3E8BD4A,2,3,1,5
B3EF5A84,4,3,0,1
B3F47A7E,2,3,1,3
B3FC2649,3,2,0,4
B40060FD,2,3,1,3
B4039B66,3,2,0,0
B409FE5E,4,2,0,2
B411C8FC,3,2,0,2
B4248CEC,2,3,0,0
B432C5DF,4,3,1,1
B43757A7,4,3,1,0
B43D0720,4,1,0,0
B43E42EF,2,3,1,0
B43ECDA2,4,3,1,0
B443DD5B,4,1,0,2
B456C6C1,2,3,1,0
B47D6552,4,2,0,0
B4994997,2,3,1,0
B499C6DA,3,4,0,0
B4A41F53,3,4,0,0
B4A67C5D,3,4,1,0
B4A6F310,3,4,0,0
B4AACBDE,2,3,1,1
B4B320B2,1,2,1,0
B4B64CC9,2,3,1,1
B4BEB26A,3,4,0,1
B4C677CB,2,4,1,1
B4CC9B7D,4,3,0,1
B4D1B67C,3,4,0,0
B4E38945,3,4,0,0
B4EB0579,4,1,0,0
B4EF2A3A,3,4,0,0
B4F44DB5,4,3,0,0
B4FBE2EE,4,3,0,0
B5041DFC,1,4,1,2
B50EF14A,2,4,0,0
B513DC4B,4,3,0,0
B524986F,4,3,0,0
B52A147C,2,3,1,2
B55B23A0,1,3,1,0
B55BACED,1,4,0,0
B564166A,4,3,0,0
B5667564,3,4,0,0
B5714A85,1,4,0,0
B594ACF6,4,3,1,0
B5B4D733,3,4,1,0
B5BF0F65,2,3,1,0
B5C1F151,3,4,0,0
B5C20ACA,2,3,1,3
B5CB6CFC,3,4,0,0
B5CB9469,2,4,0,2
B5D3A2CB,2,3,1,0
B5E40A98,4,3,0,0
B5E6E6DB,2,3,0,0
B5FC28D8,4,3,1,1
B5FCA795,3,4,0,0
B61294DB,3,4,1,0
B619C3C0,2,3,1,0
B61D897A,3,2,0,0
B630035D,3,2,0,2
B63BDB0B,3,4,0,0
B645253F,3,4,0,0
B64FB892,4,3,1,0
B65776A5,3,4,0,0
B66232B5,3,2,1,0
B6655EFA,2,3,0,0
B677C8BC,3,4,0,0
B67873FB,2,3,1,0
B678FCB6,4,3,1,0
B680C992,1,4,1,2
B6970825,4,3,1,0
B69C5F3E,3,4,0,0
B6B01FAF,4,3,0,0
B6C23BA7,4,3,0,3
B6DF7883,2,3,0,0
B6DFF7CE,1,3,1,0
B6E0C204,1,3,1,0
B6E2A10A,1,4,1,0
B6FCB614,3,2,0,1
B71D12B4,4,3,0,0
B71D9DF9,2,3,1,0
B720CB3D,4,3,1,0
B722277E,3,2,0,0
B722A833,4,3,0,0
B73298A7,2,3,1,3
B742A3A5,2,4,1,1
B7556212,2,3,0,0
B76FD117,2,3,0,0
B7874F08,4,3,0,0
B78DD2A5,2,4,0,0
B7A05882,3,4,0,0
B7A734CD,3,4,1,0
B7B5A28B,3,2,1,0
B7BA19CC,4,3,0,0
B7BA9681,1,3,1,0
B7C66E4C,2,1,0,4
B7DFE34D,3,4,0,0
B7F9B13C,3,4,1,0
B7FF818E,3,2,1,1
B801C563,3,4,0,0
B8026CDB,1,3,1,1
B8032920,4,3,1,0
B80A9278,3,4,0,0
B8117ABA,2,3,1,1
B814E897,2,3,0,0
B82352E5,3,4,1,0
B826B2E2,2,3,0,0
B83E7FE4,2,3,1,1
B83EF0A9,4,3,0,0
B861E616,2,3,1,3
B86B2243,4,3,0,0
B86EC175,2,4,1,0
B8760F42,1,3,1,0
B876800F,4,3,1,0
B899749C,4,2,0,0
B899FBD1,2,3,1,0
B8A9CABC,4,3,0,0
B8B91E65,1,4,1,4
B8CB4D35,2,3,1,0
B8D1043A,3,4,1,0
B8D3E879,1,3,1,0
B8DA5321,3,4,1,2
B8DAECC1,3,2,1,0
B8E3E9B9,3,4,1,0
B8E6CF53,1,3,1,0
B8F613B0,3,2,0,0
B911824E,4,3,0,0
B913E140,2,3,1,1
B921838E,2,3,0,0
B924A564,2,3,0,0
B94BC248,3,1,0,0
B95B1EAB,4,3,1,0
B95B91E6,4,3,1,0
B9A38C21,2,3,1,3
B9A94874,1,3,1,0
B9ACAB42,2,3,1,0
B9B46575,1,3,0,0
B9B4EA38,4,3,1,0
B9BFBD23,4,3,1,1
B9C006EC,4,3,1,0
B9C14317,4,3,1,0
B9D3108D,1,2,1,1
B9D682A0,3,4,0,0
B9E6549D,3,4,0,0
B9E662B0,3,4,0,0
B9FC9A9E,4,3,0,0
BA10CADE,3,4,1,0
BA287F2C,4,3,0,0
BA303E56,4,3,0,0
BA30B11B,4,2,1,0
BA44D282,3,2,0,0
BA459779,3,4,0,0
BA4C2C21,2,3,0,3
BA6B6274,4,3,0,1
BA784EF0,3,4,0,0
BA8A9762,4,3,1,0
BA955620,3,4,0,0
BA9CED78,2,3,0,0
BA9DDF5B,4,3,0,1
BAA0710A,4,3,0,0
BAA40899,2,3,1,1
BAA5855A,3,2,1,0
BAA92625,3,2,0,0
BAB52DE5,3,4,1,0
BAC2E7C4,3,4,0,0
BADF4588,4,3,0,0
BADFCAC5,3,4,0,0
BAF854C1,4,3,1,0
BB008DF3,4,3,0,0
BB159669,3,4,0,1
BB1D2FBF,1,4,1,0
BB1DA0F2,4,2,1,0
BB3C06C4,2,3,0,2
BB48FD55,2,4,1,0
BB55D054,3,2,1,0
BB573C17,3,4,0,0
BB5E874F,3,4,1,1
BB5FB56C,2,4,0,2
BB611C95,3,1,1,0
BB621B3D,3,4,1,0
BB66B014,3,2,0,1
BB6B4C12,4,1,0,0
BB7747D2,4,2,0,0
BB85110D,3,4,0,1
BB86B8B5,3,4,1,0
BB87FD4E,4,3,1,0
BB8E4616,3,2,1,0
BB95AED4,1,3,1,1
BBB865E9,3,4,0,0
BBB96108,2,3,0,0
BBBA24C7,4,3,0,0
BBBAAB8A,2,3,1,2
BBD2A0E9,2,3,1,0
BBF25461,2,4,0,0
BBF2DB2C,1,4,1,0
BC0EC62D,4,3,0,0
BC14082E,4,3,1,0
BC148763,1,3,1,0
BC279BDC,3,4,1,1
BC41DAC4,1,3,1,0
BC572F93,3,2,0,1
BC5CE6F9,3,2,0,4
BC5CF7C5,3,4,1,0
BC6BB3E1,1,4,1,0
BC78CF2C,3,2,0,4
BC87EECA,3,4,0,1
BC8CB9D1,3,2,0,0
BC8E5592,4,3,1,0
BC8F1069,4,1,1,0
BC9C0608,3,4,0,1
BC9EC4B6,1,3,1,0
BCB38C1B,4,3,0,0
BCC12B9F,1,2,1,5
BCC3EB16,3,2,0,3
BCC9C384,3,2,0,1
BCCD18F0,3,2,0,0
BCCFED86,2,3,1,3
BCDB9644,4,3,0,4
BCDFC454,2,3,1,4
BCE81249,3,4,0,2
BCEFBEC8,3,1,0,0
BCFB73F0,4,3,1,0
BCFBFCBD,2,4,0,0
BD1E8100,2,3,0,0
BD2A787E,4,2,0,1
BD32C191,4,3,1,0
BD3919C7,4,3,0,0
BD39968A,3,4,0,0
BD4C3FA5,3,4,0,0
BD4D7A5E,2,3,1,0
BD4E5CAB,3,4,1,0
BD5E6C3F,4,3,0,0
BD605B7B,4,1,1,0
BD71E62C,4,3,0,0
BD83B0F3,2,3,1,0
BD947787,3,1,0,1
BD9545A4,1,4,1,0
BD9E9DF2,3,4,1,0
BDA25E76,2,3,0,0
BDA9D9D6,4,3,0,0
BDB75D6F,2,3,1,3
BDBC0A74,3,2,1,1
BDC7C395,0,0,0,0
BDD66219,4,3,1,0
BDD6A3B7,2,4,1,4
BDD6ED54,3,2,0,0
BDD7ACD5,2,3,0,1
BDE5F1EB,2,3,1,2
BDF6DCFE,2,3,1,0
BE1A499C,3,4,1,0
BE209EBE,2,3,1,5
BE282B52,2,3,0,0
BE2D0DB8,3,4,1,0
BE3A3259,4,3,0,0
BE4A9437,1,4,0,0
BE51F3B8,4,3,0,0
BE52393A,4,3,0,0
BE52B677,4,3,1,1
BE612585,2,3,1,2
BE64471E,3,2,1,3
BE6FC2C7,1,4,1,0
BE8F7DDD,1,2,0,0
BE9092F3,2,4,0,1
BE9624AB,1,3,1,0
BEAE3B0A,2,3,0,0
BEB615FF,4,2,1,0
BEBD42E4,4,3,1,0
BEBDCDA9,2,4,1,0
BEC8EBCB,1,3,1,0
BEC9AE30,3,4,1,0
BECA88C5,3,4,0,0
BEDAB851,1,3,1,1
BEDC07AE,2,3,0,0
BEE34858,1,2,0,0
BEF53242,1,4,0,0
BF033AA4,3,2,1,0
BF086DBF,3,4,0,0
BF0A81FC,1,4,1,0
BF0BC407,2,4,1,0
BF18D266,2,3,0,3
BF21226F,1,3,1,0
BF2768E1,4,2,0,2
BF375875,3,4,1,0
BF45FFF1,1,3,1,5
BF4D17EA,3,4,0,0
BF4D8FC1,1,3,1,0
BF52F8C4,2,3,1,0
BF53E21D,4,2,0,0
BF544E9C,2,3,1,0
BF5AD31A,3,4,0,0
BF6C513D,3,1,0,0
BF6E4DDC,4,3,0,2
BF6F85F7,2,3,0,0
BF7F28D3,3,4,0,0
BF7FA79E,4,3,0,0
BF90530D,1,3,0,0
BF90DC40,3,2,1,0
BF93998F,3,4,0,0
BFA34FB2,3,4,1,1
BFD3FBFD,3,4,1,0
BFD823AB,3,4,1,1
BFEF678F,4,3,1,0
BFF8586E,1,4,1,0
BFFC1B42,2,3,1,4
C0061269,4,3,0,0
C017AF3E,3,4,1,0
C029987A,4,2,0,1
C0348D45,1,2,1,2
C03A8E1B,1,3,1,0
C03BCBE0,4,3,1,0
C04535D4,1,2,1,2
C04EED82,2,3,1,0
C05D8C3B,4,2,0,1
C0697545,3,2,0,0
C0715705,3,4,1,0
C0838E97,1,4,0,0
C09205AE,4,2,1,2
C09FD427,4,2,0,2
C0A11911,3,4,0,0
C0A1965C,3,4,1,0
C0A37A1F,2,4,1,0
C0AC0484,3,2,0,1
C0CA6249,2,3,0,2
C0D71DFC,3,4,0,2
C0DE2D93,1,4,1,0
C0E2B1E1,4,3,0,0
C0E969B7,4,3,1,0
C11C47A4,2,4,1,0
C120DBD6,4,3,1,1
C12B0380,4,3,0,0
C12B8CCD,3,2,1,0
C1362E81,4,3,0,0
C141E4A0,3,4,1,0
C1506F99,2,3,1,2
C15C54AE,4,3,0,1
C1611028,4,2,0,0
C1637326,2,3,1,0
C163FC6B,4,2,1,0
C1793268,3,1,0,0
C1875FE3,2,1,1,1
C18C08F8,2,3,1,0
C18C87B5,2,3,1,0
C19CB721,3,2,0,1
C19FE60C,3,2,0,3
C1A6E374,3,2,0,0
C1A7351A,4,3,0,4
C1B33D32,4,3,0,0
C1B3B27F,2,3,1,0
C1BE37C1,1,4,1,3
C1C4785E,2,3,1,0
C1D5C509,2,1,0,0
C1EBF24D,2,3,1,1
C1F8E42C,2,3,1,0
C1F9A1D7,2,3,1,0
C2038B8D,2,3,1,1
C20853DB,4,3,1,0
C208DC96,2,3,1,1
C219B999,2,4,1,3
C21ABFA1,4,3,1,0
C21B3262,4,3,1,1
C21BA578,2,3,0,0
C223BAD9,2,3,0,0
C22D1172,3,1,0,0
C23640D0,4,1,0,0
C2376611,3,2,0,0
C237E95C,1,3,1,0
C23A7B84,3,4,0,0
C23AE3AF,2,3,1,0
C240AC30,1,4,0,0
C256D62A,2,3,1,0
C26999DC,2,3,0,0
C26F2623,4,2,0,3
C27C3042,2,3,0,0
C27D75B9,3,4,1,1
C28FAC2B,3,2,0,0
C29893CA,4,3,0,0
C2A40FB8,4,3,1,0
C2D4BBF7,2,3,1,2
C2E5C446,2,3,0,0
C2E72805,4,2,0,0
C2E7A748,2,4,1,0
C316D1C0,4,2,1,2
C3254232,3,2,1,0
C325CD7F,1,3,1,0
C32607FD,1,4,0,0
C327AE71,4,3,0,0
C34DC61C,2,3,1,0
C35AF9FD,4,3,1,0
C35F74EE,2,3,0,3
C35FFA3C,0,0,0,0
C363768D,2,3,0,0
C366658F,2,3,1,3
C36DBDD9,2,4,0,0
C382C607,3,4,1,0
C394BC1D,3,4,1,0
C3ABF3EB,2,4,1,0
C3AD4C14,4,3,0,0
C3BE5A75,1,3,0,0
C3BF1F8E,3,4,0,0
C3C1E1BA,1,4,1,1
C3CA39EC,1,4,1,0
C3D9CF4F,3,2,0,0
C3E1D0EE,4,3,0,0
C3E766B6,4,3,1,0
C3F5836B,2,4,1,0
C3F88998,3,1,1,0
C40C8017,2,3,1,4
C41C54CE,3,2,0,0
C42C65A3,3,4,0,0
C42CEAEE,3,4,0,1
C42E06AD,2,1,1,0
C4438DC2,4,1,0,0
C4535121,4,2,0,0
C45677CB,3,4,1,0
C4641505,4,3,0,1
C4649A48,1,3,0,0
C48AC757,4,3,0,0
C48B6EDB,2,3,1,0
C48BE196,4,3,0,0
C491A0D8,2,1,0,0
C496CC97,1,2,1,0
